Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
1.0,0,2.58,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.45,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.45,0.11,-0.56,-0.04,-0.47,-0.65,-2.51,-2.39,-2.05,-1.0,3.49,5.58,-0.91,-0.15,-1.08,0.84,0.97,0.0,0.0,58.0,1.0,88.5,8
1.1,0,2.58,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.43,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.46,0.1,-0.56,-0.04,-0.47,-0.65,-2.52,-2.39,-2.05,-1.0,3.5,5.59,-0.91,-0.16,-1.08,0.84,0.97,0.0,0.0,58.0,1.0,88.5,8
1.2,0,2.58,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.42,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.47,0.09,-0.56,-0.04,-0.47,-0.65,-2.53,-2.39,-2.05,-1.0,3.51,5.6,-0.91,-0.17,-1.08,0.84,0.96,0.0,0.0,58.0,1.0,88.5,8
1.3,0,2.58,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.4,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.26,0.0,0.0,85,0.0,52.9,-0.74,-1.48,0.08,-0.56,-0.04,-0.47,-0.65,-2.54,-2.39,-2.05,-1.0,3.52,5.61,-0.91,-0.18,-1.08,0.84,0.95,0.0,0.0,58.0,1.0,88.5,8
1.4,0,2.58,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.39,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.26,0.0,0.0,85,0.0,52.9,-0.74,-1.49,0.07,-0.56,-0.04,-0.47,-0.65,-2.55,-2.39,-2.05,-1.0,3.52,5.62,-0.91,-0.19,-1.08,0.84,0.94,0.0,0.0,58.0,1.0,88.5,8
1.5,0,2.58,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.37,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.26,0.0,0.0,85,0.0,52.9,-0.74,-1.5,0.06,-0.56,-0.04,-0.47,-0.65,-2.55,-2.39,-2.05,-1.0,3.53,5.63,-0.91,-0.2,-1.08,0.84,0.93,0.0,0.0,58.0,1.0,88.5,8
1.6,0,2.58,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.36,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.51,0.06,-0.56,-0.04,-0.47,-0.65,-2.56,-2.39,-2.05,-1.0,3.54,5.64,-0.91,-0.21,-1.08,0.84,0.92,0.0,0.0,58.0,1.0,88.5,8
1.7,0,2.59,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.34,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.52,0.05,-0.56,-0.04,-0.47,-0.65,-2.57,-2.4,-2.05,-0.99,3.55,5.65,-0.91,-0.22,-1.08,0.84,0.93,0.0,0.0,58.0,1.0,88.5,8
1.8,0,2.6,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.32,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.52,0.05,-0.56,-0.04,-0.47,-0.66,-2.57,-2.41,-2.05,-0.98,3.56,5.65,-0.91,-0.22,-1.08,0.84,0.94,0.0,0.0,58.0,1.0,88.5,8
1.9,0,2.61,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.31,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.51,0.05,-0.56,-0.04,-0.47,-0.67,-2.57,-2.42,-2.05,-0.97,3.57,5.66,-0.9,-0.23,-1.08,0.84,0.95,0.0,0.0,58.0,1.0,88.5,8
2.0,0,2.62,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.31,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.5,0.05,-0.56,-0.04,-0.47,-0.68,-2.57,-2.43,-2.05,-0.96,3.58,5.67,-0.89,-0.24,-1.08,0.84,0.96,0.0,0.0,58.0,1.0,88.5,8
2.1,0,2.63,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.32,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.49,0.05,-0.56,-0.04,-0.47,-0.69,-2.57,-2.44,-2.05,-0.95,3.59,5.68,-0.88,-0.25,-1.08,0.84,0.97,0.0,0.0,58.0,1.0,88.5,8
2.2,0,2.63,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.33,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.48,0.05,-0.56,-0.04,-0.47,-0.7,-2.57,-2.45,-2.05,-0.94,3.59,5.69,-0.87,-0.26,-1.08,0.84,0.98,0.0,0.0,58.0,1.0,88.5,8
2.3,0,2.64,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.33,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.47,0.05,-0.56,-0.04,-0.47,-0.7,-2.57,-2.46,-2.05,-0.94,3.6,5.7,-0.86,-0.27,-1.08,0.84,0.98,0.0,0.0,58.0,1.0,88.5,8
2.4,0,2.65,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.34,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.47,0.05,-0.56,-0.04,-0.47,-0.71,-2.57,-2.46,-2.05,-0.93,3.61,5.71,-0.85,-0.28,-1.08,0.84,0.99,0.0,0.0,58.0,1.0,88.5,8
2.5,0,2.66,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.35,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.46,0.05,-0.56,-0.04,-0.47,-0.72,-2.57,-2.47,-2.05,-0.92,3.62,5.72,-0.85,-0.28,-1.08,0.84,1.0,0.0,0.0,58.0,1.0,88.5,8
2.6,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.36,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.26,0.0,0.0,85,0.0,52.9,-0.74,-1.45,0.05,-0.56,-0.04,-0.47,-0.73,-2.57,-2.48,-2.05,-0.91,3.63,5.72,-0.84,-0.29,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
2.7,0,2.67,1.0,-1.35,1.0,374.9,10.0,-1.0,-1.0,-0.36,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.27,0.0,0.0,85,0.0,52.9,-0.74,-1.44,0.05,-0.56,-0.04,-0.46,-0.73,-2.57,-2.47,-2.05,-0.92,3.62,5.71,-0.83,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
2.8,0,2.67,1.0,-1.4,1.0,374.9,10.0,-1.0,-1.0,-0.37,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.28,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.06,-0.56,-0.04,-0.46,-0.72,-2.57,-2.46,-2.05,-0.93,3.61,5.7,-0.82,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
2.9,0,2.67,1.0,-1.35,1.0,374.9,10.0,-1.0,-1.0,-0.38,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.26,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.07,-0.56,-0.04,-0.45,-0.72,-2.57,-2.45,-2.05,-0.94,3.6,5.7,-0.82,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
3.0,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.37,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.08,-0.56,-0.04,-0.44,-0.71,-2.57,-2.45,-2.05,-0.95,3.59,5.69,-0.82,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
3.1,0,2.67,1.0,-1.35,1.0,374.9,10.0,-1.0,-1.0,-0.36,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.09,-0.56,-0.04,-0.43,-0.7,-2.57,-2.44,-2.05,-0.95,3.58,5.68,-0.82,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
3.2,0,2.67,1.0,-1.4,1.0,374.9,10.0,-1.0,-1.0,-0.34,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.1,-0.56,-0.04,-0.42,-0.69,-2.57,-2.43,-2.05,-0.96,3.58,5.67,-0.82,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
3.3,0,2.67,1.0,-1.35,1.0,374.9,10.0,-1.0,-1.0,-0.32,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.26,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.11,-0.56,-0.04,-0.41,-0.68,-2.57,-2.42,-2.05,-0.97,3.57,5.66,-0.82,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
3.4,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.31,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.26,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.11,-0.56,-0.04,-0.4,-0.67,-2.57,-2.41,-2.05,-0.98,3.56,5.65,-0.82,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
3.5,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.29,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.12,-0.56,-0.04,-0.39,-0.66,-2.57,-2.4,-2.05,-0.99,3.55,5.64,-0.82,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
3.6,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.28,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.13,-0.56,-0.04,-0.39,-0.65,-2.57,-2.39,-2.05,-1.0,3.54,5.64,-0.82,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
3.7,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.26,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.57,-2.39,-2.05,-1.0,3.53,5.65,-0.82,-0.3,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
3.8,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.25,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.56,-2.39,-2.05,-1.0,3.52,5.65,-0.83,-0.3,-1.08,0.85,1.01,0.0,0.0,58.0,1.0,88.5,8
3.9,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.23,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.55,-2.39,-2.05,-1.0,3.51,5.66,-0.83,-0.3,-1.08,0.86,1.01,0.0,0.0,58.0,1.0,88.5,8
4.0,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.23,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.22,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.54,-2.39,-2.05,-1.0,3.51,5.67,-0.84,-0.3,-1.08,0.86,1.01,0.0,0.0,58.0,1.0,88.5,8
4.1,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.24,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.53,-2.39,-2.05,-1.0,3.5,5.68,-0.85,-0.3,-1.08,0.87,1.01,0.0,0.0,58.0,1.0,88.5,8
4.2,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.25,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.52,-2.39,-2.05,-1.0,3.49,5.69,-0.86,-0.3,-1.08,0.88,1.01,0.0,0.0,58.0,1.0,88.5,8
4.3,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.26,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.51,-2.39,-2.05,-1.0,3.48,5.7,-0.87,-0.3,-1.08,0.89,1.01,0.0,0.0,58.0,1.0,88.5,8
4.4,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.26,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.5,-2.39,-2.05,-1.0,3.47,5.71,-0.88,-0.3,-1.08,0.9,1.01,0.0,0.0,58.0,1.0,88.5,8
4.5,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.27,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.22,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.5,-2.39,-2.05,-1.0,3.46,5.72,-0.89,-0.3,-1.08,0.91,1.01,0.0,0.0,58.0,1.0,88.5,8
4.6,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.28,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.49,-2.39,-2.05,-1.0,3.45,5.72,-0.9,-0.3,-1.08,0.92,1.01,0.0,0.0,58.0,1.0,88.5,8
4.7,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.29,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.48,-2.39,-2.05,-1.0,3.44,5.72,-0.9,-0.3,-1.08,0.92,1.01,0.0,0.0,58.0,1.0,88.5,8
4.8,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.3,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.49,-2.39,-2.05,-1.0,3.44,5.72,-0.91,-0.31,-1.08,0.91,1.01,0.0,0.0,58.0,1.0,88.5,8
4.9,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.3,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.5,-2.39,-2.05,-1.0,3.43,5.72,-0.91,-0.32,-1.08,0.9,1.01,0.0,0.0,58.0,1.0,88.5,8
5.0,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.31,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.23,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.51,-2.39,-2.05,-1.0,3.42,5.72,-0.91,-0.33,-1.08,0.89,1.01,0.0,0.0,58.0,1.0,88.5,8
5.1,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.32,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.52,-2.39,-2.05,-1.0,3.41,5.72,-0.91,-0.34,-1.08,0.88,1.01,0.0,0.0,58.0,1.0,88.5,8
5.2,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.33,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.28,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.53,-2.39,-2.05,-1.0,3.4,5.72,-0.91,-0.35,-1.08,0.88,1.01,0.0,0.0,58.0,1.0,88.5,8
5.3,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.33,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.28,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.54,-2.39,-2.05,-1.0,3.39,5.72,-0.91,-0.35,-1.08,0.87,1.01,0.0,0.0,58.0,1.0,88.5,8
5.4,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.34,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.55,-2.39,-2.05,-1.0,3.38,5.72,-0.91,-0.36,-1.08,0.86,1.01,0.0,0.0,58.0,1.0,88.5,8
5.5,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.35,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.55,-2.39,-2.05,-1.0,3.37,5.72,-0.91,-0.37,-1.08,0.85,1.01,0.0,0.0,58.0,1.0,88.5,8
5.6,0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.36,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.56,-2.39,-2.05,-1.0,3.37,5.72,-0.91,-0.38,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
5.7,0,2.68,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.36,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.22,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.57,-2.39,-2.05,-0.99,3.36,5.74,-0.91,-0.39,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
5.8,0,2.69,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.37,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.22,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.56,-2.39,-2.05,-0.98,3.35,5.76,-0.91,-0.39,-1.07,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
5.9,0,2.7,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.38,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.55,-2.39,-2.05,-0.97,3.34,5.78,-0.91,-0.39,-1.06,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
6.0,0,2.7,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.38,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.54,-2.39,-2.05,-0.96,3.33,5.79,-0.91,-0.39,-1.06,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
6.1,0,2.71,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.38,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.24,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.53,-2.39,-2.05,-0.95,3.32,5.81,-0.91,-0.39,-1.05,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
6.2,0,2.72,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.38,477.0,5.0,0.0,1,378.0,0.0,0.0,-0.25,0.0,0.0,85,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.52,-2.39,-2.05,-0.94,3.31,5.83,-0.91,-0.39,-1.04,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
