Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
1.0,0,5.6,5.5,-5.24,10.0,369.41,22.34,42.0,42.0,-499.93,483.0,28.17,3.63,1,372.0,0.64,1347.55,-0.02,0.0,0.0,85,1595.39,45.4,37.23,40.99,24.21,26.71,26.27,22.26,23.18,33.19,32.66,16.64,15.31,14.71,14.36,40.16,18.18,20.6,22.94,22.72,0.0,0.0,48.5,11.0,88.5,8.0
1.1,0,5.58,5.5,-5.84,10.0,369.46,22.34,42.0,42.0,-499.95,483.0,28.22,3.88,1,372.0,0.64,1437.55,0.0,0.0,0.0,85,1695.39,45.4,37.44,40.93,24.12,26.64,26.19,22.19,23.11,33.24,32.73,16.68,15.26,14.59,14.24,40.15,18.12,20.52,22.84,22.64,0.0,0.0,48.5,11.0,88.5,8.0
1.2,0,5.57,5.5,-6.29,10.0,369.48,22.34,42.0,42.0,-499.97,483.0,28.27,4.13,1,372.0,0.64,1532.83,-0.06,0.0,0.0,85,1795.38,45.4,37.65,40.88,24.04,26.57,26.12,22.12,23.05,33.3,32.8,16.73,15.2,14.48,14.13,40.14,18.05,20.44,22.74,22.56,0.0,0.0,48.5,11.0,88.5,8.0
1.3,0,5.55,5.5,-6.24,10.0,369.38,22.34,42.0,42.0,-499.98,483.0,28.32,4.38,1,372.0,0.64,1632.84,-0.06,0.0,0.0,85,1906.45,45.4,37.86,40.83,23.95,26.5,26.04,22.05,22.98,33.35,32.87,16.77,15.15,14.37,14.02,40.13,17.99,20.36,22.65,22.48,0.0,0.0,48.5,11.0,88.5,8.0
1.4,0,5.56,5.5,-6.38,10.0,369.3,22.34,41.74,42.0,-500.0,483.0,28.37,4.63,1,372.0,0.64,1738.12,-0.05,0.0,0.0,85,2026.44,45.4,38.07,40.78,23.88,26.53,25.98,22.08,22.92,33.41,33.0,16.83,15.17,14.39,14.06,40.12,17.95,20.31,22.57,22.52,0.0,0.0,48.5,11.0,88.5,8.0
1.5,0,5.57,5.5,-7.13,10.0,369.3,22.34,41.24,42.0,-500.01,483.0,28.42,4.88,1,372.0,0.64,1848.12,-0.02,0.0,0.0,85,2135.36,45.4,38.28,40.72,23.92,26.57,26.01,22.11,22.96,33.53,33.13,16.98,15.18,14.42,14.1,40.11,18.02,20.35,22.61,22.57,0.0,0.0,48.5,11.0,88.5,8.0
1.6,0,5.57,5.5,-7.65,10.0,369.28,22.34,41.0,42.0,-500.03,483.0,28.47,5.2,1,372.0,0.64,1958.09,-0.03,0.0,0.0,85,2235.35,45.4,38.63,40.57,23.95,26.6,26.05,22.15,22.99,33.66,33.26,17.13,15.2,14.44,14.14,40.03,18.09,20.39,22.64,22.61,0.0,0.0,48.5,11.0,88.5,8.0
1.7,0,5.58,5.5,-7.45,10.0,369.18,22.34,41.0,42.0,-500.04,483.0,28.52,5.57,1,372.0,1.68,2068.05,-0.03,0.0,0.0,85,2291.07,45.4,38.99,40.41,23.99,26.64,26.08,22.18,23.03,33.78,33.39,17.28,15.22,14.47,14.19,39.94,18.16,20.44,22.68,22.65,0.0,0.0,48.5,11.0,88.5,8.0
1.8,0,5.59,5.5,-7.31,10.0,369.11,22.34,41.0,42.0,-500.06,483.0,28.57,5.88,1,372.0,1.68,2167.48,-0.02,0.0,0.0,85,2311.07,45.4,39.35,40.25,24.02,26.67,26.12,22.22,23.06,33.9,33.52,17.43,15.24,14.49,14.23,39.85,18.23,20.48,22.71,22.7,0.0,0.0,48.5,11.0,88.5,8.0
1.9,0,5.6,5.5,-7.36,10.0,369.16,22.34,41.0,42.0,-500.07,483.0,28.62,6.13,1,372.0,1.68,2257.5,-0.01,0.0,0.0,85,2331.07,45.4,39.71,40.1,24.06,26.7,26.15,22.25,23.1,34.02,33.65,17.57,15.25,14.52,14.28,39.76,18.3,20.52,22.75,22.74,0.0,0.0,48.5,11.0,88.5,8.0
2.0,0,5.61,5.5,-7.38,10.0,369.19,22.34,41.0,42.0,-500.09,483.0,28.67,6.25,1,372.0,1.68,2305.28,-0.03,0.0,0.0,85,2351.06,45.4,40.06,39.94,24.09,26.74,26.19,22.29,23.13,34.15,33.78,17.72,15.27,14.55,14.32,39.68,18.37,20.57,22.78,22.79,0.0,0.0,48.5,11.0,88.5,8.0
2.1,0,5.62,5.5,-7.28,10.0,369.14,22.34,41.0,42.0,-500.1,483.0,28.72,6.25,1,372.0,1.68,2315.28,-0.03,0.0,0.0,85,2360.0,45.4,40.42,39.78,24.13,26.77,26.22,22.32,23.17,34.27,33.91,17.87,15.29,14.57,14.36,39.59,18.44,20.61,22.82,22.83,0.0,0.0,48.5,11.0,88.5,8.0
2.2,0,5.63,5.5,-7.26,10.0,369.11,22.34,41.0,42.0,-500.12,483.0,28.77,6.25,1,372.0,1.68,2325.28,0.03,0.0,0.0,85,2360.0,45.4,40.78,39.63,24.16,26.81,26.26,22.36,23.2,34.39,34.04,18.02,15.31,14.6,14.41,39.5,18.51,20.66,22.85,22.87,0.0,0.0,48.5,11.0,88.5,8.0
2.3,0,5.64,5.5,-7.51,10.0,369.16,22.34,41.0,42.0,-500.13,483.0,28.82,6.25,1,372.0,1.68,2335.28,0.0,0.0,0.0,85,2360.0,45.4,41.14,39.47,24.2,26.84,26.29,22.39,23.24,34.51,34.17,18.17,15.32,14.63,14.45,39.42,18.58,20.7,22.89,22.92,0.0,0.0,48.5,11.0,88.5,8.0
2.4,0,5.64,5.5,-7.59,10.0,369.19,22.34,41.0,42.0,-500.15,483.0,28.87,6.25,1,372.0,1.68,2345.28,-0.04,0.0,0.0,85,2360.0,45.4,41.49,39.31,24.23,26.86,26.32,22.4,23.27,34.62,34.24,18.32,15.35,14.63,14.48,39.33,18.65,20.74,22.92,22.93,0.0,0.0,48.5,11.0,88.5,8.0
2.5,0,5.64,5.5,-7.14,10.0,369.14,22.34,41.0,42.0,-500.16,483.0,28.92,6.25,1,372.0,1.68,2355.28,-0.04,0.0,0.0,85,2371.06,45.4,41.85,39.15,24.24,26.88,26.33,22.41,23.28,34.67,34.3,18.45,15.38,14.64,14.5,39.24,18.71,20.77,22.94,22.93,0.0,0.0,48.5,11.0,88.5,8.0
2.6,0,5.64,5.5,-6.81,10.0,369.11,22.34,41.0,42.0,-500.18,483.0,28.97,6.32,1,372.0,1.68,2365.28,-0.03,0.0,0.0,85,2391.06,45.4,41.75,39.33,24.25,26.9,26.34,22.42,23.29,34.73,34.36,18.59,15.4,14.65,14.53,39.25,18.77,20.79,22.96,22.94,0.0,0.0,48.5,11.0,88.5,8.0
2.7,0,5.64,5.5,-6.86,10.0,369.16,22.34,41.0,42.0,-500.19,483.0,29.02,6.44,1,372.0,2.28,2375.27,-0.03,0.0,0.0,85,2400.0,45.4,41.63,39.52,24.25,26.91,26.35,22.43,23.29,34.78,34.42,18.73,15.43,14.66,14.56,39.26,18.83,20.82,22.97,22.95,0.0,0.0,48.5,11.0,88.5,8.0
2.8,0,5.64,5.5,-6.96,10.0,369.19,22.34,41.0,42.0,-500.19,483.0,29.07,6.5,1,372.0,2.28,2385.27,-0.05,0.0,0.0,85,2400.0,45.4,41.52,39.7,24.26,26.93,26.36,22.44,23.3,34.83,34.48,18.87,15.45,14.67,14.58,39.27,18.9,20.84,22.99,22.96,0.0,0.0,48.5,11.0,88.5,8.0
2.9,0,5.64,5.5,-7.21,10.0,369.14,22.34,41.0,42.0,-500.19,483.0,29.12,6.5,1,372.0,2.28,2395.27,-0.02,0.0,0.0,85,2444.21,45.4,41.41,39.88,24.27,26.95,26.37,22.45,23.31,34.88,34.54,19.01,15.48,14.68,14.61,39.27,18.96,20.87,23.01,22.97,0.0,0.0,48.5,11.0,88.5,8.0
3.0,0,5.64,5.5,-7.42,10.0,369.1,22.34,41.0,42.0,-500.19,483.0,29.17,6.5,1,372.0,2.28,2410.55,-0.03,0.0,0.0,85,2524.21,45.4,41.29,40.07,24.28,26.97,26.38,22.45,23.32,34.94,34.6,19.15,15.51,14.69,14.63,39.28,19.02,20.9,23.03,22.98,0.0,0.0,48.5,11.0,88.5,8.0
3.1,0,5.64,5.5,-7.52,10.0,369.1,22.34,41.0,42.0,-500.19,483.0,29.22,6.5,1,372.0,2.28,2430.54,-0.03,0.0,0.0,85,2571.05,45.4,41.18,40.25,24.29,26.98,26.38,22.46,23.33,34.99,34.66,19.29,15.53,14.7,14.66,39.29,19.08,20.92,23.04,22.99,0.0,0.0,48.5,11.0,88.5,8.0
3.2,0,5.64,5.5,-7.61,10.0,369.09,22.34,41.0,42.0,-500.19,483.0,29.27,6.63,1,371.74,2.28,2476.89,-0.02,0.0,0.0,85,2591.05,45.4,41.07,40.43,24.3,27.0,26.39,22.47,23.34,35.04,34.73,19.43,15.56,14.7,14.69,39.3,19.14,20.95,23.06,23.0,0.0,0.0,48.5,11.0,88.5,8.0
3.3,0,5.64,5.5,-7.66,10.0,369.04,22.34,41.0,42.0,-500.19,483.0,29.32,6.88,1,371.24,2.28,2546.88,-0.04,0.0,0.0,85,2622.09,45.4,40.95,40.62,24.31,27.02,26.4,22.48,23.35,35.09,34.79,19.57,15.59,14.71,14.71,39.31,19.2,20.98,23.08,23.0,0.0,0.0,48.5,11.0,88.5,8.0
3.4,0,5.64,5.5,-7.58,10.0,369.01,22.34,41.0,42.0,-500.19,483.0,29.37,7.0,1,371.0,2.28,2590.54,-0.04,0.0,0.0,85,2662.09,45.4,40.84,40.8,24.31,27.02,26.41,22.49,23.36,35.14,34.83,19.71,15.6,14.72,14.7,39.32,19.25,21.0,23.09,23.01,0.0,0.0,48.5,11.0,88.5,8.0
3.5,0,5.64,5.5,-7.08,10.0,369.06,22.34,41.0,42.0,-500.19,483.0,29.42,7.0,1,371.0,2.28,2610.54,-0.03,0.0,0.0,85,2680.0,45.4,40.72,40.98,24.31,27.02,26.42,22.5,23.36,35.18,34.87,19.84,15.62,14.73,14.7,39.33,19.27,21.02,23.09,23.02,0.0,0.0,48.5,11.0,88.5,8.0
3.6,0,5.64,5.5,-6.93,10.0,369.09,22.34,41.0,42.0,-500.19,483.0,29.47,7.07,1,371.0,2.28,2635.8,-0.06,0.0,0.0,85,2680.0,45.4,40.68,41.04,24.31,27.02,26.43,22.51,23.37,35.21,34.92,19.97,15.64,14.74,14.69,39.32,19.29,21.04,23.09,23.03,0.0,0.0,48.5,11.0,88.5,8.0
3.7,0,5.64,5.5,-7.88,10.0,369.04,22.34,41.0,42.0,-500.19,483.0,29.5,7.19,1,371.0,2.6,2665.8,-0.01,0.0,0.0,85,2680.0,45.4,40.64,41.11,24.31,27.02,26.44,22.52,23.38,35.25,34.96,20.1,15.66,14.75,14.68,39.31,19.31,21.05,23.09,23.04,0.0,0.0,48.5,11.0,88.5,8.0
3.8,0,5.64,5.5,-8.58,10.0,369.0,22.34,41.0,42.0,-500.17,483.0,29.5,7.25,1,371.0,2.6,2680.0,-0.02,0.0,0.0,85,2680.0,45.4,40.59,41.17,24.31,27.02,26.45,22.52,23.39,35.28,35.01,20.23,15.67,14.76,14.67,39.3,19.32,21.07,23.09,23.05,0.0,0.0,48.5,11.0,88.5,8.0
3.9,0,5.64,5.5,-8.48,10.0,369.0,22.34,41.0,42.0,-500.16,483.0,29.5,7.25,1,371.0,2.6,2680.0,-0.03,0.0,0.0,85,2691.04,45.4,40.55,41.23,24.31,27.02,26.45,22.53,23.4,35.32,35.05,20.36,15.69,14.77,14.66,39.29,19.34,21.09,23.09,23.06,0.0,0.0,48.5,11.0,88.5,8.0
4.0,0,5.64,5.5,-8.47,10.0,369.0,22.34,41.0,42.0,-500.14,483.0,29.5,7.25,1,371.0,2.6,2680.0,-0.05,0.0,0.0,85,2711.04,45.4,40.51,41.29,24.31,27.02,26.46,22.54,23.41,35.35,35.09,20.5,15.71,14.77,14.65,39.28,19.36,21.11,23.09,23.07,0.0,0.0,48.5,11.0,88.5,8.0
4.1,0,5.64,5.5,-8.77,10.0,369.0,22.34,41.0,42.0,-500.13,483.0,29.5,7.25,1,371.0,2.6,2680.0,0.0,0.0,0.0,85,2720.0,45.4,40.46,41.35,24.31,27.02,26.47,22.55,23.42,35.39,35.14,20.63,15.73,14.78,14.64,39.27,19.38,21.12,23.09,23.07,0.0,0.0,48.5,11.0,88.5,8.0
4.2,0,5.64,5.5,-8.9,10.0,369.0,22.34,41.0,42.0,-500.11,483.0,29.5,7.25,1,371.0,2.6,2690.53,-0.04,0.0,0.0,85,2720.0,45.4,40.42,41.41,24.31,27.02,26.48,22.56,23.43,35.42,35.18,20.76,15.74,14.79,14.63,39.27,19.39,21.14,23.09,23.08,0.0,0.0,48.5,11.0,88.5,8.0
4.3,0,5.64,5.5,-8.5,10.0,369.0,22.34,41.0,42.0,-500.1,483.0,29.5,7.25,1,371.0,2.6,2710.53,-0.04,0.0,0.0,85,2720.0,45.4,40.37,41.47,24.31,27.02,26.49,22.57,23.43,35.46,35.22,20.89,15.76,14.8,14.63,39.26,19.41,21.16,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
4.4,0,5.64,5.5,-8.37,10.0,369.0,22.34,41.0,42.0,-500.08,483.0,29.5,7.25,1,371.0,2.6,2720.0,-0.03,0.0,0.0,85,2720.0,45.4,40.33,41.53,24.31,27.02,26.5,22.57,23.44,35.49,35.26,21.01,15.8,14.81,14.63,39.25,19.43,21.17,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
4.5,0,5.64,5.5,-9.07,10.0,369.0,22.34,41.0,42.0,-500.07,483.0,29.5,7.25,1,371.0,2.6,2720.0,-0.03,0.0,0.0,85,2731.03,45.4,40.29,41.59,24.31,27.02,26.5,22.57,23.44,35.51,35.29,21.12,15.85,14.82,14.64,39.24,19.46,21.19,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
4.6,0,5.64,5.5,-9.41,10.0,369.0,22.34,41.0,42.0,-500.05,483.0,29.5,7.25,1,371.0,2.6,2720.0,-0.03,0.0,0.0,85,2751.03,45.4,40.25,41.6,24.31,27.02,26.5,22.57,23.44,35.52,35.33,21.22,15.89,14.83,14.65,39.24,19.48,21.21,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
4.7,0,5.64,5.5,-8.61,10.0,369.0,22.34,41.0,42.0,-500.04,483.0,29.52,7.25,1,371.0,2.64,2720.0,-0.03,0.0,0.0,85,2760.0,45.4,40.22,41.6,24.31,27.02,26.5,22.57,23.44,35.54,35.36,21.33,15.93,14.84,14.66,39.24,19.51,21.23,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
4.8,0,5.64,5.5,-8.15,10.0,368.99,22.34,41.0,42.0,-500.06,483.0,29.57,7.32,1,371.0,2.64,2730.52,-0.03,0.0,0.0,85,2760.0,45.4,40.18,41.6,24.31,27.02,26.5,22.57,23.44,35.56,35.4,21.43,15.98,14.84,14.67,39.24,19.54,21.24,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
4.9,0,5.64,5.5,-8.75,10.0,368.94,22.34,41.0,42.0,-500.07,483.0,29.62,7.44,1,371.0,2.64,2750.52,-0.02,0.0,0.0,85,2760.0,45.4,40.15,41.6,24.31,27.02,26.5,22.57,23.44,35.58,35.43,21.54,16.02,14.85,14.68,39.24,19.56,21.26,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
5.0,0,5.64,5.5,-9.09,10.0,368.9,22.34,41.0,42.0,-500.09,483.0,29.67,7.5,1,371.0,2.64,2760.0,-0.01,0.0,0.0,85,2760.0,45.4,40.11,41.6,24.31,27.02,26.5,22.57,23.44,35.59,35.47,21.64,16.06,14.86,14.69,39.24,19.59,21.28,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
5.1,0,5.64,5.5,-8.64,10.0,368.9,22.34,41.0,42.0,-500.1,483.0,29.72,7.5,1,371.0,2.64,2760.0,-0.03,0.0,0.0,85,2771.02,45.4,40.08,41.6,24.31,27.02,26.5,22.57,23.44,35.61,35.5,21.75,16.11,14.87,14.7,39.24,19.61,21.3,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
5.2,0,5.64,5.5,-8.46,10.0,368.91,22.34,41.0,42.0,-500.12,483.0,29.77,7.5,1,371.0,2.64,2765.26,-0.03,0.0,0.0,85,2791.02,45.4,40.04,41.6,24.31,27.02,26.5,22.57,23.44,35.63,35.54,21.85,16.15,14.88,14.7,39.24,19.64,21.31,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
5.3,0,5.64,5.5,-9.11,10.0,368.96,22.34,41.0,42.0,-500.13,483.0,29.82,7.5,1,371.0,2.64,2775.26,-0.03,0.0,0.0,85,2800.0,45.4,40.01,41.6,24.31,27.02,26.5,22.57,23.44,35.65,35.57,21.96,16.2,14.89,14.71,39.24,19.67,21.33,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
5.4,0,5.64,5.5,-9.42,10.0,368.99,22.34,41.0,42.0,-500.15,483.0,29.87,7.5,1,371.0,2.64,2785.26,-0.02,0.0,0.0,85,2800.0,45.4,39.97,41.6,24.31,27.02,26.5,22.57,23.44,35.67,35.61,22.06,16.25,14.89,14.72,39.24,19.69,21.35,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
5.5,0,5.64,5.5,-8.67,10.0,368.94,22.34,41.0,42.0,-500.16,483.0,29.92,7.5,1,371.0,2.64,2795.25,-0.03,0.0,0.0,85,2800.0,45.4,39.94,41.6,24.31,27.02,26.5,22.57,23.44,35.7,35.64,22.15,16.3,14.89,14.73,39.24,19.71,21.36,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
5.6,0,5.64,5.5,-8.34,10.0,368.91,22.34,41.0,42.0,-500.18,483.0,29.97,7.5,1,371.0,2.64,2800.0,-0.03,0.0,0.0,85,2800.0,45.4,39.91,41.62,24.31,27.02,26.5,22.57,23.44,35.74,35.68,22.23,16.35,14.89,14.74,39.29,19.73,21.37,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
5.7,0,5.64,5.5,-9.34,10.0,368.96,22.34,41.0,42.0,-500.19,483.0,30.02,7.5,1,371.0,2.8,2800.0,0.0,0.0,0.0,85,2811.02,45.4,39.89,41.65,24.31,27.02,26.5,22.57,23.44,35.77,35.71,22.32,16.41,14.89,14.75,39.34,19.74,21.37,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
5.8,0,5.64,5.5,-10.0,10.0,368.98,22.34,41.0,42.0,-500.19,483.0,30.07,7.5,1,371.0,2.8,2805.25,-0.06,0.0,0.0,85,2831.02,45.4,39.86,41.67,24.31,27.02,26.5,22.57,23.44,35.81,35.75,22.41,16.46,14.89,14.76,39.4,19.76,21.38,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
5.9,0,5.64,5.5,-9.6,10.0,368.88,22.34,41.0,42.0,-500.19,483.0,30.12,7.5,1,371.0,2.8,2815.25,-0.06,0.0,0.0,85,2884.06,45.4,39.83,41.7,24.31,27.02,26.5,22.57,23.44,35.84,35.78,22.5,16.51,14.89,14.77,39.45,19.78,21.39,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
6.0,0,5.64,5.5,-9.45,10.0,368.81,22.34,41.26,42.0,-500.19,483.0,30.17,7.57,1,371.0,2.8,2835.75,0.01,0.0,0.0,85,2964.06,45.4,39.81,41.73,24.31,27.02,26.5,22.57,23.44,35.88,35.82,22.58,16.56,14.89,14.77,39.5,19.8,21.4,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
6.1,0,5.64,5.5,-10.05,10.0,368.86,22.34,41.76,42.0,-500.19,483.0,30.22,7.69,1,371.0,2.8,2865.75,0.03,0.0,0.0,85,3000.0,45.4,39.78,41.75,24.31,27.02,26.5,22.57,23.44,35.91,35.85,22.67,16.61,14.89,14.78,39.55,19.81,21.41,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
6.2,0,5.64,5.5,-10.28,10.0,368.89,22.34,42.0,42.0,-500.19,483.0,30.27,7.82,1,371.0,2.8,2911.5,-0.05,0.0,0.0,85,3000.0,45.4,39.75,41.78,24.31,27.02,26.5,22.57,23.44,35.95,35.89,22.76,16.67,14.89,14.79,39.6,19.83,21.42,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
6.3,0,5.64,5.5,-9.38,10.0,368.84,22.34,42.0,42.0,-500.19,483.0,30.32,7.94,1,371.0,2.8,2971.51,-0.04,0.0,0.0,85,3033.03,45.4,39.73,41.8,24.31,27.02,26.5,22.57,23.44,35.98,35.92,22.84,16.72,14.89,14.8,39.66,19.85,21.43,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
6.4,0,5.64,5.5,-8.99,10.0,368.81,22.34,42.0,42.0,-500.19,483.0,30.37,8.07,1,371.0,2.8,3010.5,0.05,0.0,0.0,85,3093.03,45.4,39.7,41.83,24.31,27.02,26.5,22.58,23.44,36.01,35.95,22.93,16.78,14.9,14.81,39.71,19.86,21.44,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
6.5,0,5.64,5.5,-10.19,10.0,368.86,22.34,42.0,42.0,-500.19,483.0,30.42,8.19,1,371.0,2.8,3030.5,-0.01,0.0,0.0,85,3131.01,45.4,39.68,41.86,24.31,27.02,26.5,22.59,23.43,36.03,35.97,22.98,16.84,14.9,14.82,39.76,19.85,21.44,23.09,23.09,0.0,0.0,48.5,11.0,88.5,8.0
