Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,1.76,,26.5,-7.425,28.0,387.0,37.17,,,,593.0,16.0,,1.0,,0.0,,-0.06999999999999999,14.566666666666668,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,7.54,0.9333333333333332,87.0,28.0,90,8
1,1.7244444444444444,,26.5,-6.952222222222222,28.0,387.00111111111113,37.17,,,,593.0,16.0,,1.0,,0.0,,-0.006666666666666666,8.456666666666667,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,6.622222222222223,1.3833333333333333,87.0,28.0,90,8
2,1.7090909090909092,,26.5,-6.24,28.0,387.09636363636366,37.17,,,,593.0,15.95,,1.0,,0.0,,0.10636363636363635,1.4272727272727272,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,6.006363636363636,1.4654545454545456,87.0,28.0,90,8
3,1.6655555555555555,,26.5,-6.918888888888889,28.0,387.01444444444445,37.17,,,,593.0,15.577777777777776,,1.0,,0.0,,-0.10222222222222223,12.305555555555555,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,11.314444444444444,1.5955555555555554,87.0,28.0,90,8
4,1.6427272727272728,,26.5,-6.829090909090909,28.0,387.0,37.17,,,,593.0,15.5,,1.0,,0.0,,0.14636363636363636,11.347272727272726,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,10.901818181818182,1.8990909090909092,87.0,28.0,90,8
5,1.64,,26.5,-7.046666666666667,28.0,386.99888888888887,37.17,,,,593.0,15.462222222222222,,1.0,,0.0,,-0.10888888888888888,15.214444444444446,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,13.69111111111111,1.6244444444444446,87.0,28.0,90,8
6,1.64,,26.5,-8.06181818181818,28.0,386.90363636363634,37.17,,,,593.0,15.090000000000002,,1.0,,0.0,,-0.2972727272727273,25.953636363636363,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,17.486363636363635,2.099090909090909,87.0,28.0,90,8
7,1.64,,26.5,-7.987777777777778,28.0,386.90111111111105,37.17,,,,593.0,15.0,,1.0,,0.0,,-0.25333333333333335,20.026666666666667,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,14.042222222222222,2.873333333333333,87.0,28.0,90,8
8,1.6345454545454545,,26.5,-6.954545454545454,28.0,386.99636363636364,37.17,,,,593.0,15.0,,1.0,,0.0,,0.038181818181818185,6.7272727272727275,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,12.677272727272726,2.899090909090909,87.0,28.0,90,8
9,1.6111111111111112,,26.5,-7.9655555555555555,28.0,386.8955555555556,37.17,,,,593.0,14.962222222222222,,1.0,,0.0,,-0.1788888888888889,25.474444444444444,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,23.11888888888889,1.96,87.0,28.0,90,8
10,1.6,,26.5,-9.751818181818182,28.0,386.75,37.17,,,,593.0,14.590000000000002,,1.0,,0.0,,-0.5263636363636364,45.31636363636364,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,19.745454545454546,2.749090909090909,87.0,28.0,90,8
11,1.6,,26.5,-6.0055555555555555,28.0,386.98555555555555,37.17,,,,593.0,14.5,,1.0,,0.0,,0.3088888888888889,-2.17,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,0.0,2.66,87.0,28.0,90,8
12,1.6,,26.527272727272727,-6.051818181818183,28.0,387.0,37.156363636363636,,,,593.0,14.45,,1.0,,0.0,,0.11,-5.2727272727272725,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,0.0,0.7045454545454546,87.0,28.0,90,8
13,1.5577777777777777,,26.883333333333333,-6.153333333333333,28.0,387.0,37.035555555555554,,,,593.0,14.077777777777778,,1.0,,0.0,,-0.14777777777777779,0.0,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,0.0,0.043333333333333335,87.0,28.0,90,8
14,1.529090909090909,,27.0,-6.607272727272728,28.0,386.9690909090909,37.01,,,,593.0,14.0,,1.0,,0.0,,0.03727272727272728,5.46,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,7.375454545454545,0.14545454545454548,87.0,28.0,90,8
15,1.517777777777778,,27.0,-10.284444444444444,28.0,386.71777777777777,37.01,,,,593.0,13.962222222222222,,1.0,,0.0,,0.6122222222222222,48.97222222222222,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,20.86888888888889,2.037777777777778,87.0,28.0,90,8
16,1.4963636363636363,,27.0,-11.7,28.0,386.58818181818185,37.01,,,,593.0,13.590000000000002,,1.0,,0.0,,0.49272727272727274,43.24181818181818,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,23.456363636363633,5.09909090909091,87.0,28.0,90,8
17,1.48,,27.0,-8.803333333333335,28.0,386.7655555555555,37.01,,,,593.0,13.5,,1.0,,0.0,,0.14222222222222222,15.726666666666667,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,30.20555555555556,6.901111111111111,87.0,28.0,90,8
18,1.4800000000000002,,27.0,-13.508181818181818,28.0,386.42909090909086,37.01,,,,593.0,13.45,,1.0,,0.0,,0.44272727272727275,35.11363636363637,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,35.31,8.717272727272727,87.0,28.0,90,8
19,1.48,,27.0,-11.655555555555557,28.0,386.5266666666667,37.01,,,,593.0,13.077777777777778,,1.0,,0.0,,0.2688888888888889,22.438888888888886,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,33.92888888888889,10.707777777777778,87.0,28.0,90,8
20,1.4800000000000002,,27.0,-9.157272727272728,28.0,386.68545454545455,37.01,,,,593.0,13.0,,1.0,,0.0,,0.08727272727272727,11.974545454545455,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,32.094545454545454,11.757272727272728,87.0,28.0,90,8
21,1.48,,27.0,-2.781111111111111,28.0,387.08444444444444,37.01,,,,593.0,12.962222222222222,,1.0,,0.0,,-0.4088888888888889,-14.149999999999999,0.0,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,11.133333333333333,11.969999999999999,87.0,28.0,90,8
22,1.4636363636363638,,27.0,4.402727272727272,28.0,387.6136363636364,37.01,,,,593.0,12.590000000000002,,1.0,,0.0,,-1.4845454545454544,-76.68,0.9090909090909091,85.0,0.0,75.5,,,,,,,,,,,,,,,,,,2.962727272727273,8.671818181818182,87.0,28.0,90,8
