Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
73,0.28444444444444444,,19.5,-13.931111111111111,19.0,379.62666666666667,25.195555555555554,,,,518.0,15.0,,1.0,,0.0,,1.1422222222222222,68.32,0.0,85.0,0.0,62.7,,,,,,,,,,,,,,,,,,30.697777777777773,6.261111111111111,73.0,20.0,90,8
74,0.32,,19.5,-12.580909090909092,19.0,379.6781818181818,25.17,,,,518.0,15.0,,1.0,,0.0,,0.6581818181818182,42.00818181818182,0.0,85.0,0.0,62.7,,,,,,,,,,,,,,,,,,36.63,9.351818181818182,73.0,20.0,90,8
75,0.32,,19.5,-24.51111111111111,19.0,378.5566666666666,25.17,,,,518.0,15.0,,1.0,,0.0,,1.14,69.05111111111111,0.0,85.0,0.0,62.7,,,,,,,,,,,,,,,,,,41.852222222222224,12.714444444444446,73.0,20.0,90,8
76,0.32,,19.5,-40.554545454545455,19.0,376.9318181818182,25.17,,,,518.0,15.0,,1.0,,0.0,,1.5009090909090907,91.58,0.0,85.0,0.0,62.7,,,,,,,,,,,,,,,,,,43.89545454545455,17.915454545454544,73.0,20.0,90,8
77,0.32,,19.5,-41.75666666666667,19.0,376.6144444444444,25.17,,,,518.0,15.0,,1.0,,0.0,,1.1888888888888889,75.43222222222222,0.0,85.0,0.0,62.7,,,,,,,,,,,,,,,,,,43.48111111111111,22.938888888888886,73.0,20.0,90,8
78,0.32,,19.5,-21.62818181818182,19.0,378.2145454545455,25.17,,,,518.0,15.0,,1.0,,0.0,,0.43636363636363634,34.45727272727272,0.0,85.0,0.0,62.69,,,,,,,,,,,,,,,,,,34.948181818181816,26.16090909090909,73.0,20.0,90,8
79,0.32,,19.5,-16.801111111111112,19.0,378.7577777777778,25.17,,,,518.0,15.0,,1.0,,0.0,,0.30000000000000004,21.31888888888889,0.0,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,41.88333333333333,27.172222222222224,73.0,20.0,90,8
80,0.32,,19.5,-20.23,19.0,378.32000000000005,25.17,,,,518.0,15.0,,1.0,,0.0,,0.38090909090909086,29.05818181818182,0.0,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,34.31727272727273,28.87818181818182,73.0,20.0,90,8
81,0.32,,19.5,0.4388888888888889,19.0,380.1933333333334,25.17,,,,518.0,15.0,,1.0,,0.0,,-0.041111111111111105,-3.7222222222222223,0.0,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,25.99777777777778,29.189999999999998,73.0,20.0,90,8
82,0.30818181818181817,,19.5,4.75,19.0,380.7127272727273,25.17,,,,518.0,15.0,,1.0,,0.0,,-0.39909090909090905,-12.362727272727273,0.0,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,23.94636363636364,28.14818181818182,73.0,20.0,90,8
83,0.2933333333333333,,19.5,15.895555555555555,19.0,381.78444444444443,25.17,,,,518.0,15.0,,1.0,,0.0,,-0.7666666666666667,-34.06888888888889,0.0,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,15.215555555555556,26.28,73.0,20.0,90,8
84,0.28090909090909094,,19.5,23.976363636363637,19.0,382.7263636363636,25.17,,,,518.0,15.0,,1.0,,0.0,,-1.3154545454545454,-62.71636363636364,0.6363636363636364,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,6.907272727272727,22.24,73.0,20.0,90,8
85,0.28,,19.5,14.233333333333333,19.0,382.0133333333333,25.17,,,,518.0,15.0,,1.0,,0.0,,-1.0355555555555556,-50.443333333333335,1.0,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,11.853333333333333,17.667777777777776,73.0,20.0,90,8
86,0.2790909090909091,,19.5,12.212727272727273,19.0,381.9018181818182,25.17,,,,518.0,15.0,,1.0,,0.0,,-1.2327272727272727,-58.67272727272727,1.0,85.0,0.0,62.7,,,,,,,,,,,,,,,,,,8.212727272727273,13.723636363636365,73.0,20.0,90,8
87,0.2611111111111111,,19.5,6.788888888888888,19.0,381.49,25.17,,,,518.0,15.0,,1.0,,0.0,,-1.1666666666666667,-57.72222222222222,1.0,85.0,0.0,62.7,,,,,,,,,,,,,,,,,,9.325555555555557,9.382222222222222,73.0,20.0,90,8
88,0.24181818181818182,,19.454545454545453,0.6318181818181818,19.0,380.9472727272727,25.17,,,,518.0,15.0,,1.0,,0.0,,-0.6745454545454546,-30.76181818181818,0.8181818181818182,85.0,0.0,62.7,,,,,,,,,,,,,,,,,,18.598181818181818,5.854545454545455,73.0,20.0,90,8
89,0.24000000000000002,,19.083333333333332,-21.136666666666667,19.0,378.96333333333337,25.17,,,,518.0,14.957777777777778,,1.0,,0.0,,1.5744444444444445,90.92333333333333,0.0,85.0,0.0,62.7,,,,,,,,,,,,,,,,,,38.85666666666666,7.176666666666667,73.0,20.0,90,8
90,0.23999999999999996,,19.0,-36.86636363636364,19.0,377.35,25.17,,,,518.0,14.584545454545456,,1.0,,0.0,,1.7463636363636363,103.82909090909092,0.0,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,45.35363636363636,13.469090909090909,73.0,20.0,90,8
91,0.24000000000000002,,19.0,-52.37,19.0,375.6977777777778,25.17,,,,518.0,14.5,,1.0,,0.0,,1.78,108.03333333333333,0.0,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,46.88111111111111,20.14888888888889,73.0,20.0,90,8
92,0.23999999999999996,,19.0,-57.193636363636365,19.0,374.9027272727273,25.17,,,,518.0,14.5,,1.0,,0.0,,1.510909090909091,94.35181818181817,0.0,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,44.67727272727273,26.283636363636365,73.0,20.0,90,8
93,0.23222222222222222,,19.0,-7.892222222222222,19.0,379.0211111111111,25.17,,,,518.0,14.5,,1.0,,0.0,,-0.0611111111111111,10.601111111111111,0.0,85.0,0.0,62.6,,,,,,,,,,,,,,,,,,21.595555555555553,29.435555555555556,73.0,20.0,90,8
