Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0.0,1.64,,22.5,-5.7,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.05,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,60.9,90,8
0.1,1.64,,22.5,-5.7,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.07,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
0.2,1.64,,22.5,-5.7,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
0.3,1.64,,22.5,-5.7,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.1,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
0.4,1.64,,22.5,-5.73,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.07,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
0.5,1.6,,22.5,-5.78,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
0.6,1.6,,22.5,-5.77,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
0.7,1.6,,22.5,-5.72,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.1,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
0.8,1.6,,22.5,-5.73,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.11,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
0.9,1.6,,22.5,-5.78,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
1.0,1.6,,22.5,-5.77,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
1.1,1.6,,22.5,-5.72,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.07,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
1.2,1.6,,22.5,-5.7,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.07,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
1.3,1.6,,22.5,-5.7,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.08,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
1.4,1.6,,22.5,-5.73,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
1.5,1.6,,22.5,-5.78,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
1.6,1.6,,22.5,-5.73,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.07,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
1.7,1.6,,22.5,-5.63,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.05,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
1.8,1.6,,22.5,-5.63,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
1.9,1.6,,22.5,-5.68,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.12,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2.0,1.6,,22.5,-5.7,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.08,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2.1,1.6,,22.5,-5.7,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.07,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2.2,1.6,,22.5,-5.73,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2.3,1.6,,22.5,-5.78,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2.4,1.6,,22.5,-5.8,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.06,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2.5,1.6,,22.5,-5.8,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.06,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2.6,1.6,,22.5,-5.87,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.07,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2.7,1.6,,22.5,-5.97,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.08,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2.8,1.6,,22.5,-6.27,22.0,384.1,38.17,,,,547.0,15.5,,1,,0.0,,-0.06,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2.9,1.6,,22.5,-6.67,22.0,384.1,38.17,,,,547.0,15.48,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
3.0,1.6,,22.5,-6.63,22.0,384.1,38.17,,,,547.0,15.43,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
3.1,1.6,,22.5,-6.38,22.0,384.1,38.17,,,,547.0,15.38,,1,,0.0,,-0.1,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
3.2,1.6,,22.5,-6.3,22.0,384.1,38.17,,,,547.0,15.33,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
3.3,1.6,,22.5,-6.3,22.0,384.1,38.17,,,,547.0,15.28,,1,,0.0,,-0.09,0.0,0.0,85,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
