Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0.0,0.48,,21.5,-6.2,24.0,390.3,23.0,,,,578.0,20.5,,1,,0.84,,0.13,0.0,0.0,85,1640.0,83.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,25.0,90,8
0.1,0.48,,21.5,-6.2,24.0,390.3,23.0,,,,578.0,20.5,,1,,0.84,,0.13,0.0,0.0,85,1703.79,83.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,25.0,90,8
0.2,0.48,,21.5,-6.42,24.0,390.33,23.0,,,,578.0,20.5,,1,,0.84,,0.17,0.38,0.0,85,1803.78,83.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,25.0,90,8
0.3,0.48,,21.5,-6.77,24.0,390.38,23.0,,,,578.0,20.5,,1,,0.84,,0.21,0.62,0.0,85,1916.53,83.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,25.0,90,8
0.4,0.48,,21.5,-6.71,24.0,390.37,23.0,,,,578.0,20.5,,1,,0.84,,0.01,0.57,0.0,85,2036.53,83.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,25.0,90,8
0.5,0.48,,21.5,-6.41,24.0,390.32,23.0,,,,578.0,20.5,,1,,0.84,,0.01,0.93,0.0,85,2143.77,83.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,25.0,90,8
0.6,0.48,,21.5,-6.46,24.0,390.3,23.0,,,,578.0,20.5,,1,,0.84,,0.03,0.0,0.0,85,2243.76,83.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,25.0,90,8
0.7,0.48,,21.5,-6.71,24.0,390.3,23.0,,,,578.0,20.5,,1,,0.84,,0.07,0.62,0.0,85,2292.75,83.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,25.0,90,8
0.8,0.08,,21.5,-7.46,24.0,390.3,23.0,,,,578.0,20.5,,1,,0.84,,0.07,0.0,0.0,85,2312.75,83.5,,,,,,,,,,,,,,,,,,0.0,0.03,100.0,25.0,90,8
0.9,0.08,,21.5,-8.51,24.0,390.3,23.0,,,,578.0,20.5,,1,,0.84,,0.05,0.0,0.0,85,2332.75,83.5,,,,,,,,,,,,,,,,,,0.0,0.01,100.0,25.0,90,8
1.0,0.08,,21.5,-8.59,24.0,390.24,23.0,,,,578.0,20.5,,1,,1.24,,0.11,0.62,0.0,85,2352.75,83.5,,,,,,,,,,,,,,,,,,0.0,0.03,100.0,25.0,90,8
1.1,0.08,,21.5,-8.09,24.0,390.14,23.0,,,,578.0,20.5,,1,,1.24,,0.09,0.62,0.0,85,2360.0,83.5,,,,,,,,,,,,,,,,,,0.0,0.04,100.0,25.0,90,8
1.2,0.08,,21.5,-8.56,24.0,390.1,23.0,,,,578.0,20.5,,1,,1.24,,0.09,0.0,0.0,85,2360.0,83.5,,,,,,,,,,,,,,,,,,0.0,0.11,100.0,25.0,90,8
1.3,0.08,,21.5,-9.61,24.0,390.1,23.0,,,,578.0,20.5,,1,,1.24,,0.09,0.0,0.0,85,2360.0,83.5,,,,,,,,,,,,,,,,,,0.0,0.11,100.0,25.0,90,8
1.4,0.08,,21.5,-9.75,24.0,390.07,23.0,,,,578.0,20.5,,1,,1.24,,0.09,0.38,0.0,85,2360.0,83.5,,,,,,,,,,,,,,,,,,0.0,0.2,100.0,25.0,90,8
1.5,0.08,,21.5,-9.35,24.0,390.02,23.0,,,,578.0,20.5,,1,,1.24,,0.11,1.5,0.0,85,2372.75,83.5,,,,,,,,,,,,,,,,,,0.87,0.27,100.0,25.0,90,8
1.6,0.32,,21.5,-9.67,24.0,390.0,23.0,,,,578.0,20.5,,1,,1.24,,0.11,2.19,0.0,85,2392.74,83.5,,,,,,,,,,,,,,,,,,5.1,0.23,100.0,25.0,90,8
1.7,0.32,,21.5,-10.42,24.0,390.0,23.0,,,,578.0,20.5,,1,,1.24,,0.05,5.38,0.0,85,2400.0,83.5,,,,,,,,,,,,,,,,,,6.96,0.36,100.0,25.0,90,8
1.8,0.32,,21.5,-10.67,24.0,390.0,23.0,,,,578.0,20.5,,1,,1.24,,-0.03,9.0,0.0,85,2400.0,83.5,,,,,,,,,,,,,,,,,,7.23,0.41,100.0,25.0,90,8
1.9,0.32,,21.5,-10.62,24.0,390.0,23.0,,,,578.0,20.5,,1,,1.24,,-0.01,9.0,0.0,85,2400.0,83.5,,,,,,,,,,,,,,,,,,7.27,0.45,100.0,25.0,90,8
2.0,0.32,,21.5,-10.82,24.0,389.97,23.0,,,,578.0,20.5,,1,,1.24,,-0.03,10.62,0.0,85,2400.0,83.5,,,,,,,,,,,,,,,,,,8.31,0.49,100.0,25.0,90,8
2.1,0.32,,21.5,-11.17,24.0,389.92,23.0,,,,578.0,20.5,,1,,1.24,,-0.03,11.19,0.0,85,2400.0,83.5,,,,,,,,,,,,,,,,,,10.21,0.53,100.0,25.0,90,8
2.2,0.32,,21.5,-11.64,24.0,389.9,23.0,,,,578.0,20.5,,1,,1.24,,0.01,13.19,0.0,85,2400.0,83.5,,,,,,,,,,,,,,,,,,11.81,0.63,100.0,25.0,90,8
2.3,0.32,,21.5,-12.19,24.0,389.9,23.0,,,,578.0,20.5,,1,,1.24,,-0.03,15.81,0.0,85,2400.0,83.5,,,,,,,,,,,,,,,,,,12.33,0.72,100.0,25.0,90,8
2.4,0.92,,21.5,-12.21,24.0,389.87,23.0,,,,578.0,20.5,,1,,1.24,,-0.05,17.69,0.0,85,2400.0,83.5,,,,,,,,,,,,,,,,,,12.55,0.8,100.0,25.0,90,8
2.5,0.92,,21.5,-11.91,24.0,389.82,23.0,,,,578.0,20.5,,1,,1.24,,-0.07,19.62,0.0,85,2400.0,83.5,,,,,,,,,,,,,,,,,,13.1,0.94,100.0,25.0,90,8
