Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
13,0.35333333333333333,7.12,6.5,-7.2555555555555555,13.0,389.19444444444446,12.84,21.0,21.824444444444445,-0.30222222222222217,437.0,12.616666666666667,4.681111111111111,1.0,391.99111111111114,0.9288888888888889,1832.958888888889,-0.33222222222222225,0.0,0.0,85.0,2146.4622222222224,80.9,21.583333333333332,21.583333333333332,10.121111111111112,9.953333333333333,9.83,10.651111111111112,11.953333333333333,14.908888888888889,13.527777777777779,10.078888888888889,10.7,11.05,11.953333333333333,21.87,11.617777777777778,11.288888888888888,11.986666666666666,10.87,0.0,0.0,93.5,14.0,89,8
14,0.43454545454545457,7.120000000000001,6.5,-9.336363636363636,13.0,388.9018181818182,12.840000000000002,21.0,21.53818181818182,-0.2781818181818182,437.0,12.97272727272727,7.530909090909091,1.0,391.03818181818184,1.88,2952.0781818181817,-0.3281818181818182,0.0,0.0,85.0,3238.681818181818,80.9,21.522727272727273,21.55,10.31,9.959090909090909,9.83,10.77909090909091,12.04090909090909,17.368181818181817,16.604545454545455,10.514545454545454,10.7,11.05,12.089090909090908,21.817272727272726,12.206363636363637,11.463636363636363,12.160909090909092,10.913636363636364,0.0,0.0,93.5,14.0,89,8
15,0.022222222222222223,7.12,6.5,-12.122222222222222,13.0,388.6711111111111,12.84,21.0,21.628888888888888,-0.17555555555555558,437.0,13.0,10.142222222222223,1.0,390.1488888888889,3.24,3953.0499999999997,-0.33222222222222225,0.0,0.0,85.0,4247.748888888888,80.9,21.52,21.682222222222222,10.723333333333334,9.953333333333333,9.83,10.913333333333334,12.127777777777778,18.040000000000003,17.577777777777776,10.91777777777778,10.737777777777778,11.05,12.09,21.624444444444446,12.957777777777778,11.604444444444445,12.368888888888888,11.0,0.0,0.0,93.5,14.0,89,8
16,0.012727272727272728,7.120000000000001,6.5,-15.156363636363636,13.0,388.3281818181818,12.88,21.0,22.0,-0.22272727272727275,437.0,13.127272727272727,12.986363636363636,1.0,390.0,4.069090909090909,5048.359090909091,-0.33272727272727276,0.0,0.0,85.0,5336.985454545455,80.9,21.494545454545456,22.047272727272727,11.246363636363638,10.04,9.83,11.040909090909091,12.215454545454547,18.27,17.848181818181818,11.232727272727272,10.789090909090909,11.05,12.215454545454547,21.38909090909091,13.18909090909091,11.659090909090908,12.63090909090909,11.126363636363637,0.0,0.0,93.5,14.0,89,8
17,0.021111111111111112,7.12,6.5,-17.982222222222223,13.0,387.96555555555557,12.995555555555557,21.0,22.0,-0.23000000000000004,437.0,13.483333333333333,15.529999999999998,1.0,389.1488888888889,5.391111111111112,6045.737777777777,-0.3344444444444445,0.0,0.0,85.0,6345.168888888889,80.9,21.433333333333334,22.72,11.84,10.166666666666666,9.83,11.334444444444445,12.336666666666666,18.445555555555554,18.063333333333333,11.495555555555557,10.825555555555557,11.05,12.36,21.262222222222224,13.14,11.692222222222222,12.85888888888889,11.262222222222222,0.0,0.0,93.5,14.0,89,8
18,0.03909090909090909,7.120000000000001,6.5,-19.777272727272727,13.0,387.6963636363636,13.0,21.0,22.0,-0.24363636363636365,437.0,13.627272727272727,17.775454545454547,1.0,389.0,6.41090909090909,6901.673636363636,-0.3490909090909091,0.0,0.0,85.0,6985.590909090909,80.9,21.406363636363636,23.615454545454543,12.604545454545455,10.462727272727273,9.83,11.69,12.647272727272728,18.61909090909091,18.362727272727273,11.825454545454544,10.87,11.05,12.316363636363635,21.26,13.108181818181817,11.747272727272728,12.99909090909091,11.34909090909091,0.0,0.0,93.5,14.0,89,8
19,0.04,7.12,6.5,-19.734444444444446,13.0,387.6,13.0,21.184444444444445,22.0,-0.30222222222222217,437.0,14.100000000000001,17.896666666666665,1.0,389.0,7.0,6935.054444444444,-0.34444444444444444,0.0,0.0,85.0,6881.104444444445,80.9,21.323333333333334,24.673333333333332,13.373333333333333,11.020000000000001,9.83,12.033333333333333,13.133333333333333,18.76,18.712222222222223,12.294444444444444,10.913333333333334,11.05,12.22888888888889,21.284444444444446,12.88888888888889,11.712222222222222,13.02111111111111,11.4,0.0,0.0,93.5,14.0,89,8
20,0.04,7.159090909090909,6.5,-18.955454545454543,13.0,387.67,13.0,22.0,22.0,-0.31,437.0,14.47272727272727,17.133636363636363,1.0,389.0,6.941818181818181,6651.357272727272,-0.32727272727272727,0.0,0.0,85.0,6575.4572727272725,80.9,21.20818181818182,26.00272727272727,13.917272727272728,11.636363636363637,9.83,12.469090909090909,13.50090909090909,18.916363636363634,19.062727272727273,12.68,11.0,11.05,12.223636363636365,21.423636363636362,12.452727272727271,11.625454545454545,12.9,11.4,0.0,0.0,93.5,14.0,89,8
21,0.06444444444444444,7.166666666666667,6.5,-18.35222222222222,13.0,387.7077777777778,13.041111111111112,22.0,22.0,-0.2822222222222222,437.0,14.616666666666667,16.396666666666665,1.0,389.0,6.635555555555555,6381.047777777778,-0.33666666666666667,0.0,0.0,85.0,6324.14,80.9,21.084444444444443,27.395555555555557,14.322222222222223,12.04,9.83,12.786666666666667,13.765555555555556,19.243333333333332,19.53222222222222,12.927777777777777,11.126666666666667,11.086666666666666,12.30888888888889,21.753333333333334,12.116666666666667,11.57,12.76,11.356666666666666,0.0,0.0,93.5,14.0,89,8
22,0.07818181818181819,7.120000000000001,6.5,-17.885454545454547,13.0,387.7263636363636,13.160909090909092,22.423636363636362,22.787272727272725,-0.19454545454545455,437.0,15.1,15.799090909090909,1.0,389.0,6.258181818181819,6150.590909090909,-0.3390909090909091,0.0,0.0,85.0,6102.8663636363635,80.9,21.08,28.71090909090909,14.672727272727274,12.30181818181818,9.83,12.960909090909091,13.992727272727274,19.747272727272726,20.180909090909093,13.239999999999998,11.261818181818182,11.13,12.436363636363637,22.35272727272727,11.94090909090909,11.536363636363637,12.638181818181819,11.26909090909091,0.0,0.0,93.5,14.0,89,8
23,0.017777777777777778,7.12,6.5,-17.326666666666668,13.0,387.7344444444445,13.17,23.0,23.0,-0.2688888888888889,437.0,15.600000000000001,15.454444444444444,1.0,389.0,6.151111111111111,6008.566666666667,-0.34555555555555556,0.0,0.0,85.0,5986.626666666667,80.9,21.08,29.73222222222222,15.02111111111111,12.564444444444444,9.83,13.174444444444443,14.168888888888889,20.39,20.922222222222224,13.503333333333334,11.38888888888889,11.174444444444443,12.61111111111111,23.177777777777777,11.8,11.481111111111112,12.463333333333333,11.22,0.0,0.0,93.5,14.0,89,8
24,0.0,7.120000000000001,6.5,-16.60090909090909,13.0,387.8,13.17,23.60363636363636,23.24,-0.1809090909090909,437.0,16.099999999999998,15.09909090909091,1.0,389.0,5.992727272727273,5888.064545454546,-0.3463636363636364,0.0,0.0,85.0,5850.902727272727,80.9,21.136363636363637,30.439999999999998,15.367272727272727,12.867272727272727,9.860000000000001,13.437272727272727,14.343636363636364,21.09,21.747272727272726,13.798181818181819,11.563636363636364,11.262727272727274,12.868181818181819,24.16181818181818,11.712727272727273,11.48,12.392727272727273,11.22,0.0,0.0,93.5,14.0,89,8
25,0.0,7.12,6.5,-16.191111111111113,13.0,387.8,13.17,24.182222222222222,24.0,-0.23666666666666666,437.0,16.6,14.843333333333334,1.0,389.0,5.8311111111111105,5779.368888888889,-0.32666666666666666,0.0,0.0,85.0,5770.368888888889,80.9,21.38111111111111,31.061111111111114,15.717777777777778,13.174444444444443,9.878888888888888,13.658888888888889,14.551111111111112,21.79,22.54,14.147777777777778,11.738888888888889,11.348888888888888,13.094444444444443,25.20777777777778,11.591111111111111,11.45,12.41,11.262222222222222,0.0,0.0,93.5,14.0,89,8
26,0.0,7.120000000000001,6.5,-16.388181818181817,13.0,387.78545454545457,13.17,25.0,24.24,-0.28363636363636363,437.07454545454544,16.972727272727273,14.75,1.0,389.0,5.76,5760.0,-0.33545454545454545,0.0,0.0,85.0,5753.94,80.8,21.83909090909091,31.55454545454546,16.10181818181818,13.396363636363638,9.83090909090909,13.833636363636362,14.77818181818182,22.48090909090909,23.19727272727273,14.497272727272728,11.913636363636364,11.436363636363636,13.101818181818182,26.2,11.482727272727272,11.40090909090909,12.360909090909091,11.26909090909091,0.0,0.0,93.5,14.0,89,8
27,0.0,7.12,6.5,-16.244444444444444,13.0,387.75111111111113,13.17,25.626666666666665,25.0,-0.22111111111111112,437.3311111111111,17.116666666666667,14.75,1.0,389.0,5.76,5726.04,-0.33222222222222225,0.0,0.0,85.0,5717.04,80.8,22.412222222222223,32.15888888888889,16.50222222222222,13.652222222222223,9.85888888888889,14.047777777777778,14.953333333333335,23.115555555555556,23.808888888888887,14.847777777777777,12.01,11.48,13.014444444444443,27.02777777777778,11.48,11.4,12.36,11.22,0.0,0.0,93.5,14.0,89,8
28,0.0,7.159090909090909,6.5,-16.05181818181818,13.0,387.7627272727273,13.17,26.05818181818182,25.05818181818182,-0.15818181818181817,437.6027272727273,17.599999999999998,14.553636363636365,1.0,389.0,5.745454545454545,5687.417272727273,-0.3190909090909091,0.0,0.0,85.0,5673.941818181818,80.8,23.132727272727273,32.79454545454546,16.887272727272727,14.041818181818183,9.909090909090908,14.30909090909091,15.195454545454545,23.64,24.33909090909091,15.192727272727273,12.047272727272729,11.48,13.048181818181819,27.729999999999997,11.517272727272728,11.4,12.322727272727274,11.262727272727274,0.0,0.0,93.5,14.0,89,8
29,0.0,7.166666666666667,6.5,-15.922222222222224,13.0,387.74888888888887,13.208888888888888,27.0,26.0,-0.17666666666666667,437.8722222222222,18.1,14.5,1.0,389.0,5.68,5643.021111111111,-0.32,0.0,0.0,85.0,5640.0,80.8,23.91444444444444,33.46666666666667,17.255555555555556,14.396666666666667,9.91,14.572222222222223,15.47777777777778,24.128888888888888,24.776666666666667,15.476666666666667,12.134444444444446,11.443333333333333,13.06111111111111,28.378888888888888,11.57,11.4,12.27,11.268888888888888,0.0,0.0,93.5,14.0,89,8
30,0.0,7.120000000000001,6.5,-16.236363636363635,13.0,387.7,13.33,27.60363636363636,26.0,-0.2609090909090909,438.14363636363635,18.599999999999998,14.5,1.0,389.0,5.68,5640.0,-0.22090909090909092,0.1827272727272727,0.0,85.0,5640.0,80.8,24.676363636363636,34.10363636363636,17.553636363636365,14.61909090909091,9.946363636363635,14.792727272727273,15.65090909090909,24.567272727272726,25.21272727272727,15.65090909090909,12.22272727272727,11.477272727272727,12.887272727272727,28.90636363636364,11.57,11.4,12.234545454545456,11.22090909090909,1.5481818181818183,0.025454545454545455,93.5,14.0,89,8
31,0.0,7.12,6.5,-17.383333333333333,13.0,387.59555555555556,13.34,28.006666666666668,26.848888888888887,-0.1611111111111111,438.41333333333336,19.1,14.5,1.0,389.0,5.68,5628.3133333333335,0.12444444444444445,16.56,0.0,85.0,5619.311111111111,80.8,25.371111111111112,34.8,17.866666666666667,14.793333333333331,10.0,14.927777777777777,15.826666666666666,25.036666666666665,25.688888888888886,15.826666666666666,12.348888888888888,11.61111111111111,12.753333333333334,29.45444444444444,11.57,11.4,12.18,11.22,11.46,1.0,93.5,14.0,89,8
32,0.0,7.120000000000001,6.5,-17.652727272727272,13.0,387.51545454545453,13.340000000000002,28.96,27.05636363636364,-0.19454545454545455,438.68454545454546,19.599999999999998,14.485454545454546,1.0,389.0,5.68,5598.856363636363,0.16,15.491818181818182,0.0,85.0,5600.0,80.8,26.069999999999997,35.47272727272727,18.197272727272725,15.048181818181819,10.0,15.054545454545455,16.00090909090909,25.560000000000002,26.172727272727272,16.035454545454545,12.564545454545454,11.659090909090908,12.665454545454544,30.09272727272727,11.57,11.4,12.18,11.22,11.964545454545453,3.036363636363636,93.5,14.0,89,8
33,0.0,7.15888888888889,6.5,-16.116666666666667,13.0,387.64444444444445,13.34,29.624444444444446,28.0,-0.3411111111111111,438.95444444444445,20.1,14.363333333333335,1.0,389.0,5.68,5596.953333333334,-0.12555555555555556,0.10222222222222221,0.0,85.0,5600.0,80.8,26.746666666666666,36.08666666666667,18.565555555555555,15.316666666666666,10.033333333333333,15.30777777777778,16.209999999999997,26.083333333333332,26.688888888888886,16.263333333333335,12.825555555555557,11.697777777777778,12.62,30.761111111111113,11.57,11.4,12.18,11.22,15.273333333333333,4.375555555555556,93.5,14.0,89,8
34,0.0,7.165454545454545,6.5,-15.914545454545454,13.0,387.63272727272727,13.340000000000002,30.0,28.05636363636364,-0.22818181818181815,439.2254545454545,20.472727272727273,14.384545454545453,1.0,389.0,5.68,5600.0,-0.18181818181818182,-0.4109090909090909,0.0,85.0,5600.0,80.8,27.35818181818182,36.697272727272725,18.863636363636363,15.572727272727274,10.120909090909091,15.536363636363637,16.437272727272727,26.60727272727273,27.25909090909091,16.505454545454544,13.088181818181818,11.704545454545455,12.577272727272726,31.402727272727272,11.57,11.4,12.18,11.22,18.92,5.091818181818182,93.5,14.0,89,8
35,0.0,7.12,6.5,-16.65222222222222,13.0,387.58444444444444,13.34,30.846666666666668,29.0,-0.15666666666666665,439.49555555555554,20.616666666666667,14.25,1.0,388.99333333333334,5.626666666666667,5589.1466666666665,-0.36000000000000004,-1.98,0.0,85.0,5579.315555555555,80.8,27.945555555555554,37.28333333333333,19.20777777777778,15.881111111111112,10.17,15.705555555555556,16.61111111111111,27.13111111111111,27.743333333333332,16.785555555555554,13.348888888888888,11.617777777777778,12.651111111111112,32.07,11.604444444444445,11.4,12.18,11.22,23.473333333333333,5.4944444444444445,93.5,14.0,89,8
36,0.0,7.120000000000001,6.5,-26.037272727272725,13.0,386.53818181818184,13.340000000000002,31.23818181818182,29.05636363636364,-0.18,439.76545454545453,21.099999999999998,14.40090909090909,1.0,388.03999999999996,5.542727272727273,5579.789090909091,0.61,53.99272727272727,0.0,85.0,5595.103636363637,80.8,28.496363636363636,37.835454545454546,19.55727272727273,16.10090909090909,10.207272727272727,15.92909090909091,16.82090909090909,27.62090909090909,28.220000000000002,16.995454545454546,13.691818181818183,11.530909090909091,12.912727272727272,32.71272727272728,11.659090909090908,11.4,12.113636363636363,11.22,32.44,7.16090909090909,93.5,14.0,89,8
37,0.0,7.12,6.5,-21.12,13.0,386.9588888888889,13.34,32.0,30.0,-0.29666666666666663,440.03666666666663,21.6,14.5,1.0,388.6666666666667,5.667777777777777,5596.524444444444,0.0988888888888889,22.671111111111113,0.0,85.0,5600.0,80.8,29.154444444444444,38.41888888888889,19.874444444444446,16.316666666666666,10.26,16.10111111111111,17.015555555555554,28.09111111111111,28.743333333333332,17.255555555555556,14.25,11.48,13.094444444444443,33.35444444444445,11.692222222222222,11.4,12.01,11.22,35.20777777777778,8.757777777777779,93.5,14.0,89,8
38,0.0,7.120000000000001,6.5,-35.63272727272727,13.0,385.33272727272725,13.340000000000002,32.60181818181818,30.05636363636364,-0.29363636363636364,440.30727272727273,22.099999999999998,14.5,1.0,386.61454545454546,5.627272727272727,5599.2072727272725,1.1163636363636362,72.52636363636363,0.0,85.0,5600.0,80.79,29.90727272727273,38.943636363636365,20.16909090909091,16.61818181818182,10.295454545454545,16.317272727272726,17.171818181818182,28.614545454545453,29.268181818181816,17.482727272727274,14.704545454545455,11.48,13.182727272727272,33.88090909090909,11.77727272727273,11.430909090909092,12.041818181818183,11.262727272727274,41.48727272727273,10.947272727272727,93.5,14.0,89,8
39,0.0022222222222222222,7.12,6.497777777777778,-38.35666666666666,13.0,384.97333333333336,13.351111111111111,32.403333333333336,30.419999999999998,-0.23444444444444443,440.22333333333336,22.211111111111112,15.652222222222223,1.0,386.2444444444444,6.064444444444444,6055.2477777777785,0.9444444444444444,62.50888888888889,0.0,85.0,6066.981111111111,80.7,30.560000000000002,39.49111111111111,20.485555555555557,16.967777777777776,10.35,16.538888888888888,17.43111111111111,29.105555555555554,29.671111111111113,17.69222222222222,14.881111111111112,11.48,13.18888888888889,34.43111111111111,11.79888888888889,11.48,12.09,11.31,36.91111111111111,12.664444444444445,93.5,14.0,89,8
40,0.01,7.120000000000001,6.481818181818183,-27.421818181818182,13.0,386.25,13.404545454545454,30.516363636363636,28.533636363636365,-0.23,439.1263636363637,21.203636363636363,20.01,1.0,386.9918181818182,7.819999999999999,7775.067272727273,0.17272727272727273,22.86818181818182,0.0,85.0,7774.206363636364,80.7,31.114545454545453,40.10181818181818,20.783636363636365,17.317272727272726,10.383636363636363,16.713636363636365,17.65818181818182,29.54181818181818,29.972727272727273,17.98818181818182,15.054545454545455,11.48,13.06090909090909,35.01272727272727,11.75090909090909,11.48,12.128181818181817,11.34909090909091,20.401818181818182,5.283636363636364,93.5,14.0,89,8
41,0.01,7.12,6.48,-28.13111111111111,13.0,386.15,13.423333333333334,30.832222222222224,28.758888888888887,-0.20333333333333334,439.20000000000005,21.47888888888889,20.517777777777777,1.0,386.8322222222222,8.020000000000001,7970.513333333332,0.19111111111111112,23.68777777777778,0.0,85.0,7967.5,80.7,31.697777777777773,40.687777777777775,21.096666666666668,17.586666666666666,10.46888888888889,16.84777777777778,17.833333333333332,29.977777777777778,30.362222222222222,18.27111111111111,15.22888888888889,11.523333333333333,12.807777777777778,35.56444444444444,11.75,11.48,12.214444444444446,11.436666666666667,21.124444444444446,5.472222222222222,93.5,14.0,89,8
42,0.01,7.120000000000001,6.48,-28.84181818181818,13.0,386.0436363636363,13.439090909090908,31.145454545454548,28.983636363636364,-0.12000000000000001,439.2736363636364,21.753636363636364,21.02,1.0,386.67,8.22,8165.96,0.2081818181818182,24.50818181818182,0.0,85.0,8160.8,80.7,32.27636363636364,41.21272727272728,21.393636363636364,17.76090909090909,10.519090909090908,16.935454545454544,18.009090909090908,30.44909090909091,30.83909090909091,18.445454545454545,15.403636363636364,11.65181818181818,12.498181818181818,36.14818181818182,11.75,11.48,12.233636363636363,11.442727272727273,21.845454545454547,5.659090909090909,93.5,14.0,89,8
43,0.01,7.12,6.48,-29.55111111111111,13.0,385.94,13.455555555555556,31.459999999999997,29.20888888888889,-0.21888888888888888,439.34777777777776,22.028888888888886,21.52,1.0,386.5077777777778,8.422222222222222,8361.405555555555,0.2255555555555556,25.327777777777776,0.0,85.0,8354.1,80.7,32.892222222222216,41.76111111111111,21.742222222222225,17.975555555555555,10.556666666666667,17.10222222222222,18.183333333333334,30.93777777777778,31.36111111111111,18.61888888888889,15.617777777777778,11.907777777777778,12.316666666666666,36.7,11.75,11.48,12.214444444444446,11.4,22.567777777777778,5.847777777777777,93.5,14.0,89,8
44,0.005454545454545454,7.120000000000001,6.48,-30.26181818181818,13.0,385.84,13.474545454545455,31.774545454545454,29.433636363636364,-0.21454545454545454,439.4209090909091,22.30636363636364,22.027272727272727,1.0,386.3481818181818,8.63,8556.851818181818,0.24454545454545454,26.14818181818182,0.0,85.0,8547.39,80.6,33.38727272727272,42.37181818181818,22.05636363636364,18.237272727272728,10.644545454545455,17.322727272727274,18.35909090909091,31.40909090909091,31.80636363636364,18.828181818181818,15.840909090909092,12.172727272727274,12.22909090909091,37.28181818181818,11.75,11.48,12.26909090909091,11.356363636363637,23.28909090909091,6.035454545454545,93.5,14.0,89,8
