Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
10,0.0,9.47616,8.5,-15.853697272727272,7.0,388.9263772727272,12.6692,15.236726363636365,14.236726363636365,-0.19163727272727274,449.0,10.006837272727273,14.5,1.0,390.0,5.68,5638.901563636363,-0.35751272727272726,0.0,0.0,85.0,5634.074545454546,86.0,10.72421818181818,21.77897727272727,11.13649090909091,11.040066363636363,11.13451,10.341812727272726,10.02216,14.574567272727274,15.305051818181818,10.81558090909091,9.656949090909091,12.35645,13.417248181818183,17.38359909090909,9.682981818181817,9.48013090909091,9.50445090909091,9.99985,0.0,0.0,100.0,7.0,89,8
11,0.0,9.47616,8.5,-15.497635555555556,7.0,388.91220555555554,12.6692,16.005746666666667,15.0,-0.15259,449.0,10.506887777777777,14.288776666666669,1.0,390.0,5.626666666666667,5603.102088888889,-0.3563733333333333,0.0,0.0,85.0,5600.0,86.0,11.74089,22.564507777777777,11.422635555555555,11.19073,11.13451,10.492475555555554,10.221025555555554,15.24395,15.784981111111112,11.140375555555558,9.724582222222221,12.35645,13.338476666666667,18.199828888888888,9.789157777777778,9.543085555555555,9.54082,10.00411,0.0,0.0,100.0,7.0,89,8
12,0.0,9.47616,8.5,-15.73556,7.0,388.8927690909091,12.6692,16.95926090909091,15.600339090909092,-0.15259,449.0,11.00694090909091,14.25,1.0,390.0,5.52,5600.0,-0.36527,0.0,0.0,85.0,5600.0,86.0,12.840096363636365,23.35712454545455,11.680499090909091,11.295671818181818,11.13451,10.597418181818181,10.395585454545456,15.812862727272726,16.291002727272726,11.481553636363635,9.811862727272727,12.35645,13.384180909090908,18.928199090909093,10.081144545454547,9.630366363636362,9.56741,10.067493636363636,0.0,0.0,100.0,7.0,89,8
13,0.0,9.47616,8.5,-15.552192222222223,7.0,388.8344377777778,12.6692,17.844842222222223,16.178147777777777,-0.2270633333333333,449.0,11.447546666666666,14.35008888888889,1.0,390.0,5.52,5616.01418,-0.3602266666666667,0.0,0.0,85.0,5629.4616377777775,86.0,13.8074,24.364184444444444,11.879367777777778,11.387212222222223,11.13677888888889,10.684697777777778,10.567875555555554,16.33880333333333,16.81468333333333,11.707028888888889,9.899143333333335,12.35645,13.399576666666666,19.626445555555556,10.239085555555555,9.715378888888887,9.630363333333333,10.091389999999999,0.0,0.0,100.0,7.0,89,8
14,0.0,9.482386363636364,8.5,-15.844561818181818,7.0,388.83000727272724,12.693209090909091,18.418439090909093,17.0,-0.23038272727272727,449.0,11.572013636363636,14.5,1.0,390.0,5.617743636363636,5640.0,-0.35387636363636366,0.0,0.0,85.0,5640.0,86.0,14.733824545454546,25.266674545454546,12.057901818181818,11.54411,11.193502727272728,10.778212727272727,10.681736363636363,16.92713909090909,17.344596363636363,11.946245454545453,9.98642181818182,12.35645,13.336199090909089,20.324696363636363,10.265665454545454,9.738,9.713672727272726,10.16100818181818,0.0,0.0,100.0,7.0,89,8
15,0.0,9.541507777777777,8.5,-15.56112,7.0,388.77777777777777,12.818425555555557,19.005715555555557,17.622525555555555,-0.2270466666666667,449.0,12.007086666666666,14.5,1.0,390.0,5.68,5640.0,-0.3374988888888889,0.0,0.0,85.0,5640.0,86.0,15.581356666666668,25.942037777777777,12.295426666666666,11.714408888888888,11.157117777777778,10.928874444444444,10.831981111111112,17.53809222222222,17.940176666666666,12.210347777777777,10.073702222222222,12.360703333333333,13.31655,21.023542222222222,10.328632222222222,9.738,9.740263333333333,10.248285555555556,0.0,0.0,100.0,7.0,89,8
16,0.0,9.495812727272728,8.5,-15.837263636363637,7.0,388.78182090909087,12.835900000000002,19.959217272727273,18.054484545454546,-0.30501272727272727,449.0,12.507145454545453,14.48637909090909,1.0,390.0,5.68,5634.178413636363,-0.3588809090909091,0.0,0.0,85.0,5626.807636363636,86.0,16.313273636363636,26.71737363636364,12.557264545454546,11.825586363636363,11.13451,11.040052727272727,11.002565454545454,18.149047272727273,18.608286363636367,12.53286909090909,10.160981818181819,12.430303636363636,13.310323636363636,21.778941818181817,10.41194,9.738,9.80492,10.341799090909092,0.0,0.0,100.0,7.0,89,8
17,0.0,9.47616,8.5,-15.603295555555556,7.0,388.7477744444444,12.8359,20.843616666666666,19.0,-0.30518,449.0,13.007195555555557,14.25,1.0,390.0,5.626666666666667,5600.0,-0.36024999999999996,0.0,0.0,85.0,5600.0,86.0,17.122284444444446,27.367462222222223,12.82137,11.980505555555556,11.136776666666668,11.194972222222223,11.118696666666667,18.760004444444448,19.17550222222222,12.81904,10.248264444444445,12.517584444444445,13.25545111111111,22.563871111111112,10.438525555555556,9.740263333333333,9.8922,10.492461111111112,0.0,0.0,100.0,7.0,89,8
18,0.0,9.47616,8.5,-15.690951818181818,7.0,388.7509090909091,12.835900000000002,21.41746363636364,19.41746363636364,-0.2678790909090909,449.0,13.507242727272727,14.25,1.0,390.0,5.52,5598.924376363637,-0.3493327272727273,0.0,0.0,85.0,5600.0,86.0,17.882557272727272,28.007223636363634,13.143904545454545,12.155068181818182,11.193498181818182,11.363301818181817,11.327366363636363,19.366996363636364,19.768799090909088,13.08088,10.335543636363637,12.598641818181818,13.345845454545456,23.294016363636363,10.495245454545454,9.796982727272727,9.979478181818182,10.591177272727272,0.0,0.0,100.0,7.0,89,8
19,0.0,9.47616,8.5,-15.683124444444445,7.0,388.68216,12.8359,22.0,20.0051,-0.2660988888888889,449.0,14.007285555555557,14.349773333333335,1.0,390.0,5.52,5612.833044444445,-0.3552222222222222,0.0,0.0,85.0,5629.409777777778,86.0,18.636781111111112,28.760251111111113,13.427797777777776,12.329627777777779,11.157124444444444,11.47448111111111,11.465551111111111,19.917272222222223,20.375503333333334,13.34272,10.422824444444444,12.6183,13.199284444444444,24.047642222222223,10.461137777777777,9.760633333333333,10.064496666666667,10.61082,0.0,0.0,100.0,7.0,89,8
20,0.0,9.469936363636362,8.5,-15.712094545454546,7.0,388.66277181818185,12.859960000000001,22.78105,20.958713636363637,-0.2678009090909091,449.0,14.50729818181818,14.5,1.0,390.0,5.578181818181818,5640.0,-0.3634809090909091,0.0,0.0,85.0,5640.0,86.0,19.422306363636363,29.433248181818183,13.632912727272727,12.504188181818181,11.138480909090909,11.631371818181819,11.617494545454546,20.50163363636364,20.91685090909091,13.608522727272726,10.510103636363636,12.6183,13.20961,24.776018181818184,10.503185454545456,9.741965454545454,10.091095454545455,10.617050909090908,0.0,0.0,100.0,7.0,89,8
21,0.0,9.406562222222222,8.5,-15.848814444444445,7.0,388.63445666666667,12.985163333333333,23.399031111111114,21.17677777777778,-0.26609,449.0,14.947702222222224,14.5,1.0,390.0,5.68,5640.0,-0.35907666666666666,0.0,0.0,85.0,5640.0,86.0,20.20783888888889,30.099595555555556,13.933384444444444,12.683004444444444,11.19917,11.805932222222221,11.794317777777778,21.051903333333332,21.444789999999998,13.933302222222222,10.601633333333332,12.6183,13.22076888888889,25.47426777777778,10.585933333333333,9.804908888888889,10.151774444444445,10.688942222222222,0.0,0.0,100.0,7.0,89,8
22,0.0,9.38888,8.5,-15.65819090909091,7.0,388.6263627272727,13.0026,24.053697272727273,22.0,-0.2305227272727273,449.0,15.07219090909091,14.44111909090909,1.0,390.0,5.68,5630.579016363637,-0.35855818181818183,0.0,0.0,85.0,5619.577090909091,86.0,20.99159636363636,30.742464545454542,14.278531818181818,12.920943636363637,11.22179,11.980491818181816,12.029568181818183,21.636263636363637,22.02562,14.278456363636364,10.752286363636363,12.62452,13.081577272727275,26.168974545454546,10.543893636363636,9.888227272727272,10.170446363636364,10.83337090909091,0.0,0.0,100.0,7.0,89,8
23,0.0,9.38888,8.5,-15.818984444444444,7.0,388.6044311111111,13.0026,25.0,22.621172222222224,-0.11539333333333333,449.0264055555556,15.567186666666666,14.25,1.0,390.0,5.626666666666667,5595.555373333333,-0.3164777777777778,0.0,0.0,85.0,5600.0,86.0,21.721147777777777,31.410004444444446,14.564696666666666,13.119405555555554,11.22179,12.159307777777776,12.228452222222224,22.182022222222223,22.505566666666667,14.566895555555554,10.859224444444445,12.68789111111111,12.924012222222222,26.756464444444443,10.45888,9.910308888888888,10.109767777777778,10.868406666666665,0.0,0.0,100.0,7.0,89,8
24,0.0,9.395100000000001,8.5,-16.000500000000002,7.0,388.5490072727273,13.0026,25.417256363636362,23.0,-0.11366181818181818,449.1489036363636,16.37044090909091,14.25,1.0,390.0,5.52,5600.0,-0.06482636363636364,4.6742,0.0,85.0,5600.0,85.9,22.422936363636364,32.16185636363636,14.826536363636365,13.357343636363636,11.22179,12.391017272727272,12.40301090909091,22.64502272727273,23.011571818181817,14.889413636363635,10.946503636363637,12.70558,13.021602727272727,27.392674545454543,10.43626,9.849626363636363,10.083167272727273,10.805029090909091,6.419115454545454,0.2936854545454545,100.0,7.0,89,8
25,0.0,9.45422111111111,8.5,-18.521564444444447,7.0,388.11215111111113,13.0026,26.0,23.842252222222225,-0.15259,449.2774855555556,16.559776666666668,14.349441111111112,1.0,389.6022388888889,5.52,5607.022222222222,0.4048533333333333,29.970884444444444,0.0,85.0,5620.468753333334,85.9,23.231941111111112,32.836035555555554,15.09063777777778,13.555806666666667,11.22179,12.521846666666667,12.57757,23.14661222222222,23.539505555555557,15.175594444444446,11.04227888888889,12.70558,13.128544444444445,28.03495,10.438522222222224,9.827538888888888,10.022488888888889,10.78538,15.333129999999999,2.3476744444444444,100.0,7.0,89,8
26,0.0,9.40854090909091,8.5,-16.694287272727273,7.0,388.3619609090909,13.0026,26.780000909090912,24.234514545454545,-0.22713363636363637,449.40606818181817,17.00764090909091,14.5,1.0,389.78000090909086,5.5767999999999995,5640.0,-0.04741090909090909,5.862971818181818,0.0,85.0,5640.0,85.9,23.986909999999998,33.50237545454546,15.413161818181818,13.79997,11.22179,12.678731818181818,12.75212909090909,23.72699909090909,24.126563636363638,15.43346909090909,11.27496,12.70558,13.209604545454546,28.645913636363638,10.499205454545455,9.88822,9.99985,10.78538,12.69937090909091,4.462484545454545,100.0,7.0,89,8
27,0.0,9.38888,8.5,-18.02440777777778,7.0,388.1824911111111,13.0026,27.39771,25.0,-0.30518,449.53465,17.50769222222222,14.5,1.0,389.8200755555556,5.661751111111111,5636.578171111111,0.033203333333333335,8.630152222222222,0.0,85.0,5640.0,85.9,24.574402222222222,34.14464666666667,15.699333333333332,14.06181111111111,11.22179,12.857546666666666,12.92668777777778,24.21434888888889,24.66564222222222,15.634633333333333,11.608663333333332,12.701333333333332,13.233515555555556,29.256876666666667,10.525801111111113,9.91257,10.002106666666668,10.78538,25.36817888888889,5.239674444444445,100.0,7.0,89,8
28,0.0,9.38888,8.5,-23.29557818181818,7.0,387.2313854545455,13.0026,28.0,25.598127272727275,-0.2306509090909091,449.66323272727277,18.007742727272728,14.486853636363636,1.0,388.45813727272724,5.642815454545454,5626.1488036363635,0.3321845454545454,39.17997181818182,0.0,85.0,5619.619381818182,85.9,25.21237727272727,34.75561181818182,15.96513818181818,14.323651818181817,11.225756363636364,13.10170909090909,13.109180909090908,24.715383636363637,25.125946363636366,15.87778909090909,12.021152727272726,12.63796181818182,13.296883636363635,29.867842727272727,10.598382727272728,9.91257,10.07070090909091,10.779154545454546,29.72764636363636,8.055498181818182,100.0,7.0,89,8
29,0.0,9.38888,8.5,-18.12636777777778,7.0,388.0165477777778,13.0026,28.61988555555556,26.0,-0.22693555555555556,449.79181444444447,18.50779,14.348321111111112,1.0,389.61549777777776,5.604852222222222,5607.865773333334,-0.2240633333333333,7.903407777777777,0.0,85.0,5600.0,85.9,25.910627777777776,35.36658,16.28765888888889,14.585492222222221,11.286438888888888,13.359295555555555,13.405104444444444,25.236804444444445,25.62572111111111,16.202557777777777,12.385694444444445,12.6183,13.320794444444443,30.478809999999996,10.811551111111111,9.910312222222224,10.218652222222223,10.711527777777778,33.352318888888895,9.385766666666667,100.0,7.0,89,8
30,0.0,9.38888,8.5,-39.96976545454545,7.0,384.7012327272727,13.026758181818183,29.234376363636365,26.59805181818182,-0.3050027272727273,449.92039727272726,19.007832727272728,14.45544,1.0,386.28605454545453,5.61109,5587.343429090909,1.181229090909091,86.18455454545455,0.0,85.0,5605.6437090909085,85.9,26.607106363636365,35.97577727272727,16.57213,14.847331818181818,11.30907,13.551536363636364,13.628895454545454,25.699809090909092,26.092252727272726,16.551674545454546,12.665230000000001,12.6183,13.384162727272725,31.08800727272727,11.06546,9.849636363636364,10.33254,10.624246363636363,43.86305363636364,10.933078181818182,100.0,7.0,89,8
31,0.0,9.38888,8.5,-33.52492888888889,7.0,385.3103711111111,13.151944444444446,30.0,27.004350000000002,-0.2308522222222222,450.0489788888889,19.507885555555553,14.555554444444445,1.0,386.41937,5.653333333333332,5616.492286666667,0.6435211111111111,52.02151666666666,0.0,85.0,5601.991333333333,85.9,27.249385555555556,36.531372222222224,16.83397,15.10492,11.31133111111111,13.730346666666668,13.864134444444444,26.199134444444447,26.6554,16.896282222222222,12.922823333333334,12.6183,13.408073333333332,31.64360222222222,11.205936666666666,9.827536666666667,10.478234444444444,10.536967777777779,32.63190888888889,15.403276666666667,100.0,7.0,89,8
32,0.0,9.395095454545455,8.5,-44.71654,7.0,383.7460981818182,13.1693,30.416176363636364,27.95810909090909,-0.22726909090909092,450.17756181818186,20.007935454545454,14.513074545454545,1.0,385.42205909090904,5.662958181818182,5590.131594545454,1.0337909090909092,65.85918000000001,0.0,85.0,5600.0,85.9,27.86211818181818,37.11219818181818,17.09580818181818,15.303386363636365,11.37201090909091,13.96828272727273,14.06132909090909,26.718854545454544,27.13338909090909,17.120102727272727,13.121297272727274,12.624515454545453,13.471441818181818,32.22265909090909,11.402684545454546,9.896126363636363,10.52354,10.48080909090909,43.62568454545454,17.570043636363636,100.0,7.0,89,8
33,0.0,9.458461111111111,8.5,-38.10178777777778,7.0,384.35476,13.1693,31.0,28.00376111111111,-0.23086555555555555,450.30614444444444,20.507982222222225,14.53978,1.0,385.62989555555555,5.608752222222222,5607.627585555555,0.6027844444444445,46.43078888888889,0.0,85.0,5600.0,85.8,28.52785666666667,37.72316222222222,17.359906666666667,15.54132,11.398611111111112,14.158247777777778,14.235887777777776,27.181864444444447,27.633164444444443,17.355328888888888,13.359224444444443,12.692122222222222,13.482624444444445,32.77825,11.345310000000001,10.04633,10.51451888888889,10.727397777777778,37.24145888888889,21.349772222222224,100.0,7.0,89,8
34,0.0,9.47616,8.5,-51.351383636363636,7.0,382.51428363636364,13.1693,31.59706090909091,28.957625454545454,-0.1527709090909091,450.43472545454546,21.008032727272727,14.558352727272728,1.0,383.78437454545457,5.6,5588.0587000000005,0.988480909090909,62.81954727272728,0.0,85.0,5600.0,85.8,29.11359,38.332356363636364,17.682422727272726,15.739786363636364,11.459289090909092,14.269434545454544,14.410446363636362,27.678928181818183,28.087249999999997,17.54858727272727,13.551481818181816,12.779402727272727,13.34346,33.357305454545454,11.04147090909091,10.212973636363635,10.26789,10.994476363636364,45.58173090909091,23.569077272727274,100.0,7.0,89,8
35,0.0,9.47616,8.5,-69.48536666666666,7.0,379.51529000000005,13.1693,32.00374333333333,29.39635222222222,-0.15259,450.56330777777777,21.508082222222225,14.75,1.0,381.0,5.613333333333333,5596.816095555555,1.2825300000000002,84.62685333333333,0.0,85.0,5600.0,85.8,29.69265,38.886763333333334,17.970864444444445,15.981967777777779,11.48363,14.424335555555555,14.585005555555556,28.14193444444444,28.52789666666667,17.66022444444444,13.730284444444443,12.866684444444445,13.173142222222221,33.912306666666666,10.696869999999999,10.26169,10.114295555555556,11.112573333333334,46.1245,28.071072222222224,100.0,7.0,89,8
36,0.0,9.47616,8.5,-58.41661272727272,7.0,380.85559545454544,13.1693,32.95759,30.0,-0.18982545454545455,450.69189090909094,22.008132727272727,14.600750909090909,1.0,381.83027636363636,5.64,5576.12,0.8457963636363637,60.54552909090909,0.0,85.0,5565.117925454546,85.8,30.250014545454544,39.35684818181818,18.28941727272727,16.237588181818182,11.48363,14.598897272727273,14.759565454545454,28.638999090909092,29.02767,17.751459999999998,13.974426363636365,12.941534545454545,13.08059,34.435993636363634,10.477026363636362,10.257734545454547,10.224836363636364,11.054441818181818,43.82164818181818,31.781432727272726,100.0,7.0,89,8
37,0.0,9.47616,8.5,-44.67731666666667,7.0,382.7976844444445,13.1693,33.17407222222222,30.17407222222222,-0.2660255555555555,450.8204733333333,22.508181111111114,14.5,1.0,384.01477444444447,5.62748,5560.0,0.4685811111111111,38.777385555555554,0.0,85.0,5560.0,85.7,30.885035555555557,39.90458666666667,18.51267,16.431807777777777,11.485888888888889,14.773456666666666,14.934124444444443,29.099759999999996,29.483729999999998,17.908416666666668,14.232024444444445,12.889358888888887,13.124284444444445,34.95967666666667,10.306982222222222,10.19707111111111,10.462312222222222,10.908037777777777,41.876326666666664,34.15038111111111,100.0,7.0,89,8
38,0.0,9.482372727272727,8.5,-32.79385090909091,7.0,384.5882045454546,13.1693,34.0,31.0,-0.3050881818181818,450.9490554545455,23.008225454545453,14.48712818181818,1.0,385.7787790909091,5.616444545454545,5562.606778181818,0.17960727272727273,22.32999090909091,0.0,85.0,5560.0,85.7,31.524373636363634,40.460181818181816,18.691190909090906,16.606368181818183,11.550526363636363,14.941795454545455,15.104722727272728,29.540114545454546,29.920130000000004,18.272875454545456,14.430499090909091,12.75114181818182,13.14199,35.48336181818182,10.25773,10.170455454545454,10.71624,10.87266,39.99986545454545,35.22627727272727,100.0,7.0,89,8
39,0.0,9.545735555555556,8.5,-26.99141,7.0,385.54996,13.1693,34.17401666666667,31.396233333333335,-0.2309166666666667,451.07763666666665,23.508272222222224,14.305560000000002,1.0,387.0147111111111,5.635633333333334,5561.258637777778,0.025097777777777778,13.252735555555555,0.0,85.0,5560.0,85.7,32.079969999999996,41.03923666666667,18.930936666666668,16.785173333333333,11.63554888888889,15.052985555555555,15.218608888888888,30.037173333333335,30.360776666666666,18.64635888888889,14.664182222222223,12.775154444444444,13.14199,36.00704555555555,10.199315555555556,10.107542222222223,10.849998888888889,10.87266,37.57103111111111,35.56540444444445,100.0,7.0,89,8
40,0.0,9.557227272727273,8.5,-21.78654909090909,7.0,386.3801518181818,13.1693,35.0,32.0,-0.22721727272727274,451.2062190909091,24.008323636363638,14.25,1.0,388.0511445454545,5.584326363636364,5556.358000909091,-0.1207309090909091,7.291694545454546,0.0,85.0,5560.0,85.7,32.65902272727273,41.594832727272724,19.253445454545457,17.023105454545455,11.66215909090909,15.203636363636365,15.370519999999999,30.49623181818182,30.86054818181818,18.991522727272727,14.793082727272726,12.786647272727272,13.14199,36.530730909090906,10.237338181818181,10.024216363636363,10.876614545454546,10.878880909090908,33.40758090909091,35.603162727272725,100.0,7.0,89,8
41,0.0,9.498102222222222,8.5,-10.655184444444444,7.0,388.1120511111111,13.1693,35.17284444444445,32.39505888888888,-0.26805555555555555,451.3348022222222,24.508372222222224,14.25,1.0,389.61728555555555,5.512085555555555,5564.506316666667,-0.3654588888888889,-7.937383333333333,0.0,85.0,5562.581648888889,85.7,33.21402777777777,42.17329222222222,19.539637777777777,17.21732888888889,11.722827777777777,15.319071111111112,15.54508,30.934882222222225,31.32085666666667,19.277730000000002,14.947964444444445,12.727522222222222,13.14199,37.055015555555556,10.266202222222223,10.0021,10.939527777777776,10.93800888888889,25.616234444444444,34.95874444444444,100.0,7.0,89,8
