Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
840,0.0,4.15,4.0,-32.07272727272727,5.0,375.1890909090909,25.01,50.0,49.0,-0.21090909090909093,494.00363636363636,40.5,3.75,1.0,377.6363636363636,1.4,1440.0,0.07909090909090909,16.85818181818182,0.0,85.0,1440.0,77.1,46.74909090909091,49.22909090909091,34.88,36.18,35.75,31.61909090909091,32.26,40.71909090909091,39.555454545454545,23.878181818181815,19.947272727272725,18.956363636363633,20.882727272727273,46.959090909090904,31.785454545454545,31.21,31.20909090909091,29.173636363636366,44.081818181818186,75.25,90.95,5.0,88.5,8
841,0.0,4.15,4.0,-25.75888888888889,5.0,376.2211111111111,25.01,50.0,49.0,-0.25111111111111106,494.2211111111111,40.5,3.75,1.0,379.0222222222222,1.4,1440.0,0.014444444444444446,12.393333333333333,0.0,85.0,1440.0,77.1,46.69777777777777,49.19,34.88,36.18222222222222,35.75,31.649999999999995,32.26,40.666666666666664,39.5,23.822222222222223,19.887777777777778,18.90111111111111,20.90888888888889,46.92,31.764444444444443,31.209999999999997,31.153333333333332,29.200000000000003,42.02444444444445,75.06777777777778,90.5,5.0,88.5,8
842,0.0,4.15,4.0,-24.173636363636366,5.0,376.62727272727267,25.01,50.0,49.0,-0.10090909090909092,494.48454545454547,40.5,3.75,1.0,379.1636363636364,1.429090909090909,1429.090909090909,-0.012727272727272726,11.363636363636363,0.0,85.0,1440.0,77.1,46.65909090909091,49.18999999999999,34.88,36.24090909090909,35.75,31.65,32.26,40.583636363636366,39.50272727272727,23.73909090909091,19.86,18.96,20.846363636363638,46.92,31.730000000000004,31.263636363636362,31.12,29.202727272727273,42.48909090909091,74.64454545454545,90.5,5.0,88.5,8
843,0.0,4.15,4.0,-27.223333333333333,5.0,376.06666666666666,25.01,50.0,49.0,-0.05444444444444444,494.74777777777774,40.5,3.7944444444444443,1.0,378.6666666666667,1.44,1442.691111111111,-0.01666666666666667,13.282222222222222,0.0,85.0,1460.5855555555556,77.1,46.611111111111114,49.142222222222216,34.88,36.212222222222216,35.75,31.651111111111113,32.26,40.65777777777778,39.56444444444444,23.813333333333333,19.86111111111111,18.932222222222222,20.757777777777775,46.92,31.73,31.299999999999997,31.119999999999997,29.262222222222224,43.12222222222223,74.27555555555556,90.5,5.0,88.5,8
844,0.0,4.147272727272727,4.0,-33.59090909090909,5.0,375.0072727272727,25.01,50.0,49.0,-0.09454545454545454,495.01181818181817,40.5,4.0,1.0,377.58181818181816,1.469090909090909,1480.0,0.08,17.94454545454545,0.0,85.0,1480.0,77.1,46.57,49.1,34.92909090909091,36.24090909090909,35.74818181818182,31.701818181818183,32.26,40.66909090909091,39.64545454545455,23.99,19.925454545454546,19.08818181818182,20.615454545454543,46.92,31.730000000000004,31.3,31.12,29.229090909090907,44.47727272727273,74.11181818181818,90.5,5.0,88.5,8
845,0.0,4.093333333333334,4.0,-26.805555555555557,5.0,376.02666666666664,25.01,50.0,49.0,-0.10666666666666667,495.2755555555555,40.5,4.0,1.0,378.4222222222222,1.501111111111111,1480.0,0.015555555555555557,13.22888888888889,0.0,85.0,1480.0,77.0,46.57,49.1,34.96,36.21,35.69222222222223,31.673333333333332,32.26,40.64,39.614444444444445,24.21777777777778,20.012222222222224,19.286666666666665,20.558888888888887,46.87222222222223,31.73,31.299999999999997,31.121111111111116,29.200000000000003,38.544444444444444,73.99666666666667,90.5,5.0,88.5,8
846,0.0,4.123636363636364,4.0,-21.035454545454545,5.0,377.17272727272723,25.01,50.0,49.0,-0.24454545454545454,495.53909090909093,40.5,4.0,1.0,379.89090909090913,1.5127272727272727,1480.0,-0.10818181818181817,9.563636363636364,0.0,85.0,1480.7,77.0,46.57,49.1,34.96,36.18,35.66,31.65,32.26090909090909,40.63727272727272,39.592727272727274,24.26181818181818,20.04,19.34,20.497272727272726,46.83,31.730000000000004,31.3,31.176363636363636,29.202727272727273,43.52636363636364,73.51181818181819,90.5,5.0,88.5,8
847,0.0,4.15,4.0,-36.74444444444444,5.0,374.66,25.01,50.0,49.0,-0.18000000000000002,495.8033333333333,40.5,4.055555555555555,1.0,377.20000000000005,1.4855555555555555,1506.6666666666667,0.10111111111111111,19.34888888888889,0.0,85.0,1505.812222222222,77.0,46.52333333333333,49.05444444444444,34.96,36.18,35.66,31.651111111111113,32.31111111111111,40.58111111111111,39.647777777777776,24.337777777777777,20.04,19.34111111111111,20.41,46.83,31.73,31.299999999999997,31.209999999999997,29.263333333333335,47.760000000000005,73.3411111111111,90.5,5.0,88.5,8
848,0.0,4.15,4.0,-51.98090909090909,5.0,371.9018181818182,25.01,50.0,49.0,-0.2545454545454545,496.0663636363636,40.5,4.1045454545454545,1.0,374.2,1.4800000000000002,1533.84,0.29,28.586363636363636,0.0,85.0,1563.21,77.0,46.48,49.06181818181819,34.96,36.18,35.66,31.701818181818183,32.29,40.60363636363636,39.61363636363637,24.451818181818183,20.04,19.400000000000002,20.263636363636365,46.78636363636363,31.730000000000004,31.3,31.21,29.29272727272727,47.70454545454545,73.90090909090908,90.5,5.0,88.5,8
849,0.0,4.148888888888889,4.0,-44.80777777777777,5.0,372.56111111111113,25.01,50.0,49.0,-0.25111111111111106,496.33000000000004,40.5,4.25,1.0,374.8277777777778,1.5333333333333334,1608.8877777777777,0.14333333333333334,25.22222222222222,0.0,85.0,1600.0,77.0,46.48,49.05444444444444,34.96,36.17888888888889,35.66,31.673333333333332,32.26,40.64,39.52666666666667,24.38,20.038888888888888,19.427777777777777,20.15222222222222,46.75,31.73,31.299999999999997,31.209999999999997,29.348888888888887,43.77,74.64666666666666,90.5,5.0,88.5,8
850,0.0,4.090909090909091,4.0,-26.936363636363637,5.0,375.81545454545454,25.01,50.0,49.0,-0.15363636363636363,496.59363636363634,40.5,4.25,1.0,378.14090909090913,1.56,1600.0018181818182,-0.05,12.792727272727273,0.0,85.0,1600.0,77.0,46.48,49.01,34.96,36.128181818181815,35.66,31.64636363636364,32.26,40.64,39.50272727272727,24.534545454545455,19.977272727272727,19.363636363636363,20.19272727272727,46.74909090909091,31.730000000000004,31.3,31.21,29.313636363636363,42.586363636363636,74.60636363636364,90.5,5.0,88.5,8
851,0.0,4.06,4.0,-36.46666666666667,5.0,374.40666666666664,25.01,50.0,49.0,-0.1788888888888889,496.8566666666667,40.5,4.25,1.0,376.75,1.56,1600.0,0.11222222222222222,18.826666666666668,0.0,85.0,1600.0,77.0,46.48,49.01,34.96,36.156666666666666,35.66,31.585555555555555,32.26,40.64,39.56444444444444,24.774444444444445,19.95,19.276666666666667,20.39777777777778,46.69777777777777,31.73,31.299999999999997,31.209999999999997,29.227777777777778,45.912222222222226,74.40222222222222,90.5,5.0,88.5,8
852,0.0,4.06,4.0,-49.98727272727273,5.0,371.94272727272727,25.01,50.0,49.0,-0.2,497.1209090909091,40.5,4.3999999999999995,1.0,374.20454545454544,1.56,1628.7281818181816,0.19727272727272727,27.025454545454544,0.0,85.0,1635.0036363636364,76.9,46.43636363636364,49.01,34.96,36.18,35.65909090909091,31.61909090909091,32.26090909090909,40.68818181818182,39.64909090909091,25.05181818181818,19.95,19.19090909090909,20.528181818181817,46.66,31.730000000000004,31.349090909090908,31.21,29.2,47.3,74.68454545454546,90.5,5.0,88.5,8
853,0.0,4.06,4.0,-55.66555555555556,5.0,370.71777777777777,25.01,50.0,49.0,-0.15111111111111108,497.38444444444445,40.5,4.5,1.0,373.0,1.6588888888888889,1643.111111111111,0.24777777777777776,30.833333333333332,0.0,85.0,1640.0,76.9,46.4,49.01,34.96,36.18,35.60666666666666,31.649999999999995,32.31111111111111,40.61222222222222,39.67777777777778,25.13222222222222,19.95111111111111,19.15888888888889,20.44,46.66,31.731111111111108,31.328888888888887,31.209999999999997,29.200000000000003,47.66777777777778,75.44111111111111,90.5,5.0,88.5,8
854,0.0,4.06,4.0,-63.92272727272727,5.0,369.2709090909091,25.01,50.0,49.0,-0.15,497.64818181818185,40.5,4.5,1.0,371.56363636363636,1.6863636363636365,1640.0,0.3509090909090909,34.68454545454546,0.0,85.0,1640.0,76.9,46.348181818181814,49.01,34.96,36.17818181818182,35.627272727272725,31.65,32.29,40.55,39.61636363636364,25.09909090909091,20.01090909090909,19.10818181818182,20.39,46.66,31.785454545454545,31.3,31.21,29.2,49.03,76.28727272727272,90.5,5.0,88.5,8
855,0.0,4.0633333333333335,4.0,-78.6511111111111,5.0,366.68333333333334,25.01,50.0,49.0,-0.15,497.9122222222222,40.5,4.5,1.0,368.92777777777775,1.6944444444444444,1635.5555555555557,0.4833333333333333,42.861111111111114,0.0,85.0,1640.0,76.8,46.31,49.01,34.96,36.123333333333335,35.605555555555554,31.649999999999995,32.26,40.55,39.59,25.044444444444444,20.04,19.136666666666667,20.393333333333334,46.66,31.764444444444443,31.299999999999997,31.209999999999997,29.20111111111111,49.81666666666667,77.52111111111111,90.5,5.0,88.5,8
856,0.0,4.123636363636364,4.0,-68.1209090909091,5.0,368.0281818181818,25.01,50.0,49.0,-0.2072727272727273,498.17545454545456,40.5,4.5,1.0,370.1318181818182,1.708181818181818,1641.0854545454545,0.3336363636363636,36.557272727272725,0.0,85.0,1640.0,76.8,46.31,49.06181818181819,34.95909090909091,36.1,35.57,31.64636363636364,32.26,40.60363636363636,39.592727272727274,25.006363636363634,20.042727272727273,19.16,20.56090909090909,46.66,31.730000000000004,31.35,31.20909090909091,29.26181818181818,47.156363636363636,78.85636363636364,90.5,5.0,88.5,8
857,0.0,4.148888888888889,4.0,-45.41888888888889,5.0,371.75666666666666,25.01,50.0,49.0,-0.3088888888888889,498.43888888888887,40.5,4.5,1.0,374.06666666666666,1.72,1647.562222222222,0.10333333333333333,22.688888888888886,0.0,85.0,1640.0,76.8,46.26222222222222,49.1,34.90777777777778,36.1,35.57,31.585555555555555,32.26,40.64,39.65111111111111,24.846666666666668,20.096666666666668,19.165555555555557,20.525555555555556,46.66,31.73,31.380000000000003,31.15555555555555,29.290000000000003,45.98222222222223,79.44,90.5,5.0,88.5,8
858,0.0,4.090909090909091,4.0,-45.017272727272726,5.0,372.0236363636364,25.01,50.0,49.0,-0.2509090909090909,498.70272727272726,40.5,4.5,1.0,374.0,1.7199999999999998,1648.3572727272729,0.1,22.208181818181817,0.0,85.0,1660.442727272727,76.8,46.269090909090906,49.1,34.92909090909091,36.1,35.57,31.615454545454543,32.26,40.64090909090909,39.73727272727273,24.74727272727273,20.12,19.34090909090909,20.473636363636363,46.70545454545454,31.730000000000004,31.38,31.174545454545456,29.29,46.41,79.6190909090909,90.5,5.0,88.5,8
859,0.0,4.06,4.0,-47.48555555555556,5.0,371.6355555555556,25.01,50.0,49.0,-0.12666666666666668,498.96666666666664,40.5,4.5,1.0,374.0,1.72,1672.4333333333334,0.08333333333333333,23.727777777777778,0.0,85.0,1680.0,76.7,46.31,49.1,34.96,36.1,35.57,31.584444444444443,32.25888888888889,40.69222222222223,39.82666666666667,24.63888888888889,20.12222222222222,19.364444444444445,20.53666666666667,46.75,31.73,31.380000000000003,31.154444444444444,29.290000000000003,46.80555555555556,79.89777777777778,90.5,5.0,88.5,8
860,0.0,4.06,4.0,-33.231818181818184,5.0,373.7781818181818,25.01,50.0,49.0,-0.16090909090909092,499.22999999999996,40.5,4.5,1.0,376.0363636363636,1.7199999999999998,1680.0,0.01636363636363636,16.204545454545453,0.0,85.0,1680.0,76.7,46.31,49.1,34.90909090909091,36.1,35.57,31.56,32.20181818181818,40.77909090909091,39.96727272727273,24.465454545454545,20.183636363636364,19.35090909090909,20.61818181818182,46.75,31.730000000000004,31.37909090909091,31.12,29.287272727272725,40.64181818181818,80.06272727272727,90.5,5.0,88.5,8
861,0.0,4.062222222222221,4.0,-16.417777777777776,5.0,376.93,25.01,50.0,49.0,-0.25,499.4933333333334,40.5,4.5,1.0,379.46666666666664,1.72,1680.0,-0.20444444444444446,6.036666666666666,0.0,85.0,1680.0,76.7,46.31,49.05444444444444,34.88,36.101111111111116,35.57,31.559999999999995,32.17,40.919999999999995,39.96333333333334,24.345555555555556,20.21,19.583333333333332,20.583333333333332,46.75,31.73,31.328888888888887,31.119999999999997,29.227777777777778,38.25333333333333,79.55333333333334,90.0,5.0,88.5,8
862,0.0,4.120909090909091,4.0,-15.71,5.0,377.3545454545454,25.01,50.0,49.0,-0.15363636363636363,499.7572727272727,40.5,4.5,1.0,380.0,1.7199999999999998,1680.0,-0.10363636363636365,5.5,0.0,85.0,1680.0,76.7,46.31,49.06181818181819,34.88,36.153636363636366,35.52,31.56,32.22090909090909,40.98,39.94,24.256363636363634,20.207272727272727,19.687272727272727,20.384545454545453,46.79272727272728,31.679090909090913,31.30090909090909,31.12,29.2,38.38454545454545,78.71090909090908,90.0,5.0,88.5,8
863,0.0,4.09,4.0,-8.43,5.0,378.6611111111111,25.01,50.0,49.0,-0.1788888888888889,500.02111111111117,40.5,4.5,1.0,381.2444444444444,1.72,1680.0,-0.24888888888888885,1.9255555555555555,0.0,85.0,1680.0,76.7,46.31,49.1,34.88,36.123333333333335,35.49,31.559999999999995,32.20111111111111,40.98,39.941111111111105,24.116666666666667,20.15,19.62777777777778,20.36111111111111,46.83,31.649999999999995,31.35111111111111,31.119999999999997,29.200000000000003,29.534444444444446,77.84333333333333,90.0,5.0,88.5,8
864,0.0,4.06,4.0,-6.317272727272728,5.0,379.4290909090909,25.01,50.0,49.0,-0.2281818181818182,500.2845454545455,40.5,4.5,1.0,381.76363636363635,1.7199999999999998,1683.638181818182,-0.23181818181818184,0.6818181818181818,0.0,85.0,1685.8781818181817,76.7,46.31,49.14909090909091,34.88,36.1,35.49,31.56,32.17,40.97909090909091,39.99636363636364,24.0,20.11818181818182,19.663636363636364,20.383636363636363,46.78636363636363,31.65,31.38,31.121818181818185,29.2,31.689090909090908,76.69545454545454,90.0,5.0,88.5,8
865,0.0,4.062222222222221,4.0,-17.534444444444446,5.0,377.65555555555557,25.01,50.0,49.0,-0.20333333333333334,500.5477777777778,40.5,4.5,1.0,380.3722222222222,1.72,1713.7377777777776,-0.1488888888888889,6.147777777777778,0.0,85.0,1720.0,76.7,46.31,49.19,34.88,36.1,35.49,31.559999999999995,32.17,40.93,40.022222222222226,24.02111111111111,20.063333333333333,19.75111111111111,20.262222222222224,46.79333333333333,31.649999999999995,31.380000000000003,31.17666666666667,29.20111111111111,39.778888888888886,75.71222222222222,90.0,5.0,88.5,8
866,0.0,4.120909090909091,4.0,-29.360909090909093,5.0,375.6054545454545,25.01,50.0,49.0,-0.12636363636363637,500.8118181818182,40.77454545454545,4.5,1.0,378.0236363636364,1.7199999999999998,1718.9272727272728,0.02727272727272727,14.258181818181818,0.0,85.0,1720.0,76.7,46.35636363636364,49.18999999999999,34.88,36.1,35.49,31.56,32.17,40.950909090909086,40.08090909090909,24.16272727272727,20.042727272727273,19.83727272727273,20.154545454545453,46.83,31.69909090909091,31.38,31.21,29.25909090909091,44.29636363636364,75.14454545454545,90.0,5.0,88.5,8
867,0.0,4.09,4.0,-28.619999999999997,5.0,375.5111111111111,25.01,50.0,49.0,-0.10333333333333333,501.0755555555556,40.72,4.5,1.0,377.80333333333334,1.72,1716.8666666666666,-0.01888888888888889,13.706666666666667,0.0,85.0,1720.0,76.7,46.4,49.19,34.88,36.1,35.49,31.559999999999995,32.17,40.98111111111111,40.05222222222223,24.28222222222222,20.096666666666668,19.92111111111111,20.185555555555556,46.83,31.73,31.38111111111111,31.209999999999997,29.227777777777778,42.17111111111111,74.92,90.0,5.0,88.5,8
868,0.0,4.06,4.0,-20.405454545454546,5.0,377.0854545454545,25.01,50.0,49.0,-0.17909090909090908,501.3390909090909,40.77727272727273,4.5,1.0,379.95909090909095,1.7199999999999998,1720.0,-0.06636363636363636,8.234545454545454,0.0,85.0,1720.0,76.7,46.4,49.23636363636364,34.88090909090909,36.1,35.49,31.56,32.17,41.092727272727274,40.086363636363636,24.423636363636366,20.123636363636365,19.76181818181818,20.212727272727275,46.83090909090909,31.730000000000004,31.437272727272727,31.21,29.2,41.28,74.37272727272727,90.0,5.0,88.5,8
869,0.0,4.06,4.0,-21.253333333333334,5.0,376.97,25.01,50.0,49.0,-0.2288888888888889,501.60333333333335,41.0,4.5,1.0,379.82444444444445,1.72,1719.9011111111113,-0.06333333333333332,8.773333333333333,0.0,85.0,1720.0,76.7,46.44444444444444,49.28,34.93,36.1,35.49,31.559999999999995,32.17,41.10444444444445,40.172222222222224,24.544444444444444,20.185555555555556,19.503333333333334,20.274444444444445,46.88111111111111,31.73,31.415555555555557,31.209999999999997,29.20111111111111,41.63444444444444,73.66111111111111,90.0,5.0,88.5,8
870,0.0,4.06,4.0,-29.561818181818182,5.0,375.55181818181813,25.01,50.0,49.0,-0.23,501.8663636363636,41.0,4.5,1.0,378.16727272727275,1.7199999999999998,1699.7590909090907,0.017272727272727273,14.886363636363637,0.0,85.0,1692.3127272727272,76.6,46.43636363636364,49.28,34.90909090909091,36.1,35.49,31.56,32.17,41.07,40.1390909090909,24.62909090909091,20.212727272727275,19.36090909090909,20.36,46.92,31.680000000000003,31.38,31.21,29.25909090909091,43.58,73.16363636363636,90.0,5.0,88.5,8
871,0.0,4.06,4.0,-34.196666666666665,5.0,374.7188888888889,25.01,50.0,49.0,-0.20333333333333334,502.13,41.0,4.501111111111111,1.0,376.99555555555554,1.72,1679.372222222222,0.061111111111111116,17.596666666666668,0.0,85.0,1703.2266666666667,76.6,46.4,49.28,34.88,36.1,35.49,31.559999999999995,32.17,41.07,40.11333333333333,24.607777777777777,20.273333333333333,19.214444444444446,20.387777777777778,46.92,31.700000000000003,31.380000000000003,31.209999999999997,29.22888888888889,44.464444444444446,72.90777777777777,90.0,5.0,88.5,8
872,0.0,4.06,4.0,-38.73727272727273,5.0,373.72999999999996,24.91181818181818,50.0,49.0,-0.15181818181818182,502.39272727272726,41.0,4.7263636363636365,1.0,376.0418181818182,1.770909090909091,1744.4672727272728,0.10363636363636362,20.827272727272728,0.0,85.0,1746.8636363636363,76.6,46.443636363636365,49.32363636363636,34.88,36.1,35.49,31.56,32.17,41.016363636363636,40.22909090909091,24.519090909090906,20.3,19.105454545454545,20.318181818181817,46.96636363636364,31.730000000000004,31.33090909090909,31.21,29.25909090909091,45.38363636363636,72.80909090909091,90.0,5.0,88.5,8
873,0.0,4.06,4.0,-40.843333333333334,5.0,373.2744444444445,24.933333333333334,50.0,49.0,-0.1788888888888889,502.65666666666664,41.0,4.5,1.0,376.0,1.7644444444444445,1720.0,0.10222222222222223,22.256666666666668,0.0,85.0,1720.0,76.6,46.48,49.36,34.88,36.1,35.49,31.559999999999995,32.17,40.93,40.22666666666667,24.378888888888888,20.301111111111112,19.08222222222222,20.11777777777778,47.01,31.73,31.35111111111111,31.209999999999997,29.227777777777778,45.84111111111111,72.92444444444443,90.0,5.0,88.5,8
874,0.0,4.06,4.0,-40.843636363636364,5.0,373.18545454545455,25.01,50.0,49.0,-0.2,502.92,41.0,4.5,1.0,376.0,1.7145454545454546,1720.0,0.12363636363636364,22.277272727272727,0.0,85.0,1714.1418181818183,76.6,46.48,49.36000000000001,34.88,36.1,35.49,31.562727272727273,32.17,40.95363636363636,40.25363636363637,24.26090909090909,20.36,19.19909090909091,20.10181818181818,47.01,31.730000000000004,31.38,31.21090909090909,29.202727272727273,45.83,73.16,90.0,5.0,88.5,8
875,0.0,4.06,4.0,-41.45,5.0,373.05555555555554,25.01,50.0,49.0,-0.20555555555555557,503.1833333333333,41.0,4.5,1.0,376.0,1.71,1690.7344444444445,0.12666666666666668,22.11777777777778,0.0,85.0,1680.0,76.6,46.48,49.36,34.88,36.1,35.488888888888894,31.61777777777778,32.17,41.04,40.163333333333334,24.281111111111112,20.387777777777778,19.314444444444444,20.24888888888889,47.01,31.73,31.380000000000003,31.263333333333335,29.262222222222224,45.84111111111111,73.40777777777777,90.0,5.0,88.5,8
876,0.0,4.058181818181818,4.0,-42.805454545454545,5.0,372.80636363636364,25.01,50.0,49.0,-0.1918181818181818,503.4472727272727,41.0,4.5,1.0,375.22,1.7018181818181817,1680.0,0.14727272727272728,22.985454545454544,0.0,85.0,1680.0,76.5,46.48,49.41181818181818,34.88,36.1,35.43181818181818,31.586363636363636,32.17090909090909,41.02,40.11272727272728,24.31,20.327272727272728,19.393636363636364,20.414545454545454,47.01,31.730000000000004,31.38272727272727,31.241818181818186,29.229090909090907,46.11727272727273,73.7109090909091,90.0,5.0,88.5,8
877,0.0,4.004444444444444,4.0,-44.72777777777778,5.0,372.36555555555555,25.01,50.0,49.0,-0.05555555555555555,503.71111111111105,41.0,4.5,1.0,374.82444444444445,1.7,1680.0,0.16777777777777778,24.233333333333334,0.0,85.0,1680.0,76.5,46.48,49.45,34.88,36.1,35.4,31.561111111111114,32.224444444444444,41.04,40.17444444444445,24.31,20.29888888888889,19.301111111111112,20.41111111111111,47.01,31.73,31.438888888888886,31.209999999999997,29.200000000000003,46.56666666666667,74.07222222222222,90.0,5.0,88.5,8
878,0.0,4.036363636363636,4.0,-48.804545454545455,5.0,371.6181818181818,25.01,50.0,49.0,-0.14727272727272725,503.9745454545455,41.0,4.5,1.0,373.9472727272727,1.69,1676.3636363636363,0.23545454545454547,26.214545454545455,0.0,85.0,1680.0,76.5,46.48090909090909,49.45,34.92909090909091,36.1,35.450909090909086,31.615454545454543,32.26,41.07181818181818,40.25727272727273,24.26,20.241818181818182,19.13272727272727,20.33,47.053636363636365,31.730000000000004,31.416363636363634,31.26090909090909,29.202727272727273,47.108181818181826,74.49818181818182,90.0,5.0,88.5,8
879,0.0,4.06,4.0,-58.98222222222223,5.0,369.86555555555555,25.01,50.0,49.0,-0.15,504.2377777777778,41.0,4.5,1.0,372.2,1.6866666666666665,1655.1933333333334,0.33,32.78666666666666,0.0,85.0,1650.6333333333334,76.5,46.53111111111111,49.45,34.96,36.1,35.43111111111111,31.585555555555555,32.26,41.126666666666665,40.22555555555555,24.23,20.273333333333333,19.078888888888887,20.358888888888888,47.09,31.73,31.38111111111111,31.241111111111113,29.263333333333335,48.425555555555555,75.12777777777778,90.0,5.0,88.5,8
880,0.0,4.06,4.0,-57.83636363636364,5.0,369.6118181818182,25.01,50.0,49.0,-0.18,504.50181818181824,41.0,4.5,1.0,371.6309090909091,1.68,1640.0,0.25727272727272726,32.192727272727275,0.0,85.0,1640.0,76.4,46.57,49.45,34.96,36.1,35.4,31.61909090909091,32.26,41.16,40.2,24.334545454545456,20.3,19.02,20.327272727272728,47.09,31.730000000000004,31.437272727272727,31.21,29.29272727272727,44.77818181818182,76.11818181818181,90.0,5.0,88.5,8
881,0.0,4.06,4.0,-27.334444444444443,5.0,374.8511111111111,25.01,50.0,49.0,-0.20222222222222222,504.7655555555556,41.0,4.288888888888889,1.0,377.23555555555555,1.6266666666666667,1640.0,-0.018888888888888886,12.282222222222222,0.0,85.0,1640.0,76.4,46.617777777777775,49.45,34.96,36.1,35.4,31.649999999999995,32.26,41.16,40.2,24.4,20.29888888888889,19.052222222222223,20.3,47.09,31.73,31.416666666666668,31.209999999999997,29.348888888888887,41.91222222222222,76.23666666666666,90.0,5.0,88.5,8
882,0.0,4.06,4.0,-34.597272727272724,5.0,373.92272727272723,25.01,50.0,49.0,-0.15181818181818182,505.0290909090909,41.0,4.399090909090909,1.0,376.39090909090913,1.56,1656.6527272727274,0.09727272727272727,17.478181818181817,0.0,85.0,1667.6554545454544,76.4,46.66,49.45,34.96,36.1,35.4,31.64636363636364,32.25727272727273,41.16,40.20545454545455,24.35,20.241818181818182,19.135454545454547,20.302727272727275,47.09,31.730000000000004,31.438181818181818,31.263636363636362,29.317272727272726,46.081818181818186,75.87454545454545,90.0,5.0,88.5,8
883,0.0,4.06,4.0,-51.70444444444445,5.0,371.05555555555554,25.01,50.0,49.0,-0.12555555555555553,505.29333333333335,41.0,4.5,1.0,373.75555555555553,1.6277777777777778,1680.1766666666667,0.2222222222222222,27.244444444444444,0.0,85.0,1691.5755555555556,76.4,46.66,49.49777777777778,34.96,36.1,35.4,31.584444444444443,32.20222222222222,41.16,40.31888888888889,24.423333333333332,20.273333333333333,19.16,20.358888888888888,47.09,31.73,31.470000000000002,31.29888888888889,29.290000000000003,48.25111111111111,75.94444444444444,90.0,5.0,88.5,8
884,0.0,4.06,4.0,-65.43,5.0,368.5236363636364,25.01,50.0,49.0,-0.10454545454545454,505.55636363636364,41.0,4.5,1.0,370.71636363636367,1.689090909090909,1694.4027272727274,0.33090909090909093,35.54181818181818,0.0,85.0,1685.0736363636365,76.4,46.66,49.53999999999999,34.90909090909091,36.1,35.4,31.56,32.17,41.21363636363637,40.31181818181818,24.434545454545454,20.3,19.15818181818182,20.332727272727272,47.141818181818174,31.730000000000004,31.469999999999995,31.242727272727276,29.29,48.70363636363636,76.54454545454546,90.0,5.0,88.5,8
885,0.0,4.06,4.0,-55.86,5.0,369.7555555555556,25.01,50.0,49.0,-0.20444444444444446,505.82,41.0,4.5,1.0,372.0155555555555,1.7,1683.408888888889,0.29777777777777775,30.515555555555554,0.0,85.0,1680.0,76.3,46.66,49.54,34.88,36.1,35.4,31.559999999999995,32.17,41.25,40.22555555555555,24.4,20.29888888888889,19.103333333333335,20.423333333333332,47.18,31.731111111111108,31.470000000000002,31.209999999999997,29.290000000000003,46.535555555555554,77.24888888888889,89.94,5.0,88.5,8
886,0.0,4.058181818181818,4.0,-44.29454545454546,5.0,371.7063636363636,25.01,50.0,49.0,-0.22,506.08363636363634,41.0,4.441818181818181,1.0,373.7781818181818,1.7172727272727273,1634.6572727272726,0.11,23.587272727272726,0.0,85.0,1604.4381818181819,76.3,46.66,49.53999999999999,34.92909090909091,36.1,35.4,31.56,32.22363636363636,41.24727272727273,40.2,24.39909090909091,20.23909090909091,19.08,20.596363636363638,47.18,31.786363636363635,31.469999999999995,31.263636363636362,29.287272727272725,46.441818181818185,77.39090909090909,89.5,5.0,88.5,8
887,0.0,4.004444444444444,4.0,-44.82333333333333,5.0,371.69,25.01,50.0,49.0,-0.10333333333333333,506.34666666666664,41.0,4.25,1.0,374.0,1.6111111111111112,1560.0,0.1711111111111111,23.448888888888888,0.0,85.0,1560.0,76.3,46.705555555555556,49.54,34.96,36.1,35.4,31.559999999999995,32.26,41.19,40.190000000000005,24.345555555555556,20.211111111111112,19.08,20.706666666666667,47.18,31.82,31.470000000000002,31.29888888888889,29.227777777777778,46.51555555555556,77.23888888888888,89.5,5.0,88.5,8
